DATA,PREC,TMAX,TMIN,UR,VENTO,RAD
2015-01-08,4.0,30.72,21.07,75.56,0.92,27.6
2015-01-09,0.12,32.33,21.38,71.88,1.25,29.31
2015-01-10,13.83,32.64,21.48,71.62,1.12,28.04
2015-01-11,3.68,33.05,21.39,70.25,1.41,27.96
2015-01-12,1.57,32.64,21.87,69.06,0.86,27.09
2015-01-13,0.36,31.69,21.51,71.5,1.43,27.94
2015-01-14,1.14,29.21,21.15,76.62,0.95,20.96
2015-01-15,0.19,30.39,20.55,76.31,1.33,28.27
2015-01-16,0.11,31.43,21.46,73.75,1.59,28.6
2015-01-17,0.16,34.35,20.48,63.31,1.27,28.74
2015-01-18,0.01,34.86,20.65,61.06,1.21,28.49
2015-01-19,0.29,36.22,20.08,57.0,1.66,29.43
2015-01-20,11.62,35.05,19.35,64.56,1.33,27.59
2015-01-21,1.58,31.73,21.04,73.62,2.01,19.35
2015-01-22,14.15,28.25,21.03,83.12,2.2,19.94
2015-01-23,2.31,25.22,19.49,82.75,2.5,18.17
2015-01-24,1.73,29.75,18.4,76.5,1.66,26.81
2015-01-25,9.84,28.12,19.94,79.25,1.73,26.33
2015-01-26,15.02,27.28,20.06,81.62,1.27,20.93
2015-01-27,1.15,28.35,18.98,76.94,0.91,20.08
2015-01-28,4.16,28.53,20.25,81.44,1.76,17.31
2015-01-29,0.44,27.19,20.56,83.81,1.77,19.45
2015-01-30,0.14,28.54,20.94,79.5,1.29,21.85
2015-01-31,8.95,30.19,19.94,79.94,2.27,24.22
2015-02-01,2.32,30.9,19.33,79.19,1.57,25.63
2015-02-02,11.8,30.2,19.05,82.06,2.05,21.05
2015-02-03,3.14,29.98,17.8,76.5,0.77,28.23
2015-02-04,5.25,25.33,20.26,84.38,1.56,12.16
2015-02-05,10.06,27.48,19.43,88.5,2.73,10.74
2015-02-06,8.96,28.08,18.53,80.06,1.5,16.23
2015-02-07,0.75,28.84,19.05,76.25,1.16,22.98
2015-02-08,2.61,30.33,17.22,76.38,1.36,26.52
2015-02-09,3.93,29.49,19.98,83.56,1.37,20.7
2015-02-10,13.45,27.8,20.67,84.94,2.29,17.14
2015-02-11,2.03,29.4,20.78,84.19,1.8,22.88
2015-02-12,0.83,29.27,21.55,82.75,1.41,23.91
2015-02-13,0.77,30.15,21.25,77.06,1.35,16.14
2015-02-14,0.19,29.73,20.39,76.31,1.27,23.16
2015-02-15,3.77,28.53,19.43,81.62,0.97,18.01
2015-02-16,0.44,27.55,19.26,80.81,2.34,15.43
2015-02-17,31.17,25.63,19.5,86.75,1.99,12.9
2015-02-18,22.16,26.05,19.74,89.38,2.6,10.98
2015-02-19,11.11,27.23,19.44,87.12,3.36,14.74
2015-02-20,0.93,26.35,19.85,86.62,1.74,15.57
2015-02-21,0.0,29.6,18.96,78.25,1.58,26.01
2015-02-22,0.0,30.24,20.22,76.06,1.73,26.7
2015-02-23,0.12,30.51,19.17,73.06,1.55,26.96
2015-02-24,5.0,29.33,21.02,77.75,1.1,25.28
2015-02-25,30.23,26.68,20.14,83.06,1.3,22.74
2015-02-26,3.23,28.87,19.15,77.0,0.92,26.45
2015-02-27,1.91,29.65,19.12,78.44,1.36,19.71
2015-02-28,2.35,27.38,19.62,84.69,2.21,21.69
2015-03-01,0.05,28.98,17.81,77.25,2.88,25.09
2015-03-02,0.0,29.68,16.43,75.19,1.75,25.93
2015-03-03,0.01,29.81,16.91,76.56,1.51,24.07
2015-03-04,0.1,30.03,19.2,75.31,1.15,24.84
2015-03-05,1.31,30.71,18.86,76.44,0.99,23.29
2015-03-06,2.68,26.07,20.49,83.75,0.9,16.17
2015-03-07,12.07,25.69,19.7,89.81,1.23,13.94
2015-03-08,8.93,26.75,20.61,90.44,2.62,8.43
2015-03-09,8.96,24.21,19.9,91.12,1.88,8.34
2015-03-10,6.93,28.62,19.21,85.06,2.52,15.58
2015-03-11,2.68,29.01,19.43,83.81,2.13,19.98
2015-03-12,2.5,27.22,20.19,86.0,2.12,12.87
2015-03-13,3.92,25.92,19.32,87.69,1.85,13.41
2015-03-14,3.75,25.08,18.38,85.94,0.84,9.73
2015-03-15,8.72,27.03,18.4,85.5,1.13,12.89
2015-03-16,4.87,29.25,17.46,77.81,0.69,16.91
2015-03-17,3.0,26.87,18.93,83.19,0.92,12.46
2015-03-18,2.1,23.94,19.15,89.31,1.6,10.6
2015-03-19,3.44,25.01,17.87,86.0,0.95,9.48
2015-03-20,10.7,25.14,18.39,89.31,1.37,10.84
2015-03-21,11.53,25.78,16.69,85.25,1.7,13.94
2015-03-22,5.5,26.37,17.49,84.75,1.21,13.18
2015-03-23,1.84,26.62,17.69,84.62,2.27,20.66
2015-03-24,0.0,28.34,16.6,79.88,2.43,24.05
2015-03-25,0.0,28.39,16.03,80.19,1.52,23.32
2015-03-26,0.0,29.73,16.71,75.81,1.04,20.84
2015-03-27,12.96,27.8,19.62,74.25,0.75,20.89
2015-03-28,1.45,28.95,19.75,76.0,0.82,20.14
2015-03-29,16.31,28.83,19.51,86.12,1.77,15.4
2015-03-30,6.37,27.66,19.53,88.94,1.62,8.01
2015-03-31,1.04,28.03,20.33,87.12,1.79,16.86
2015-04-01,0.0,28.87,18.33,80.12,1.3,22.01
2015-04-02,0.01,28.19,17.04,78.56,2.55,23.22
2015-04-03,0.03,28.07,15.84,80.19,1.55,22.44
2015-04-04,8.5,28.23,17.31,81.94,1.45,18.4
2015-04-05,7.12,27.76,18.83,87.38,2.38,10.81
2015-04-06,3.54,28.71,17.0,82.62,2.91,18.02
2015-04-07,0.04,24.76,15.54,79.75,3.48,15.84
2015-04-08,0.01,25.94,14.29,77.38,2.02,21.65
2015-04-09,0.0,26.76,16.1,81.75,1.4,20.26
2015-04-10,0.0,27.77,16.0,79.19,1.62,20.03
2015-04-11,0.0,27.26,15.8,78.12,1.27,20.62
2015-04-12,0.0,28.49,16.1,77.12,1.32,20.82
2015-04-13,0.01,28.36,16.95,76.06,1.3,21.08
2015-04-14,0.14,27.98,17.51,76.69,1.14,18.19
2015-04-15,4.92,26.49,18.17,83.94,1.66,13.42
2015-04-16,1.51,27.84,18.73,84.69,1.4,16.17
2015-04-17,0.05,28.28,17.11,79.44,1.53,20.44
2015-04-18,0.17,28.88,18.92,78.69,1.69,17.3
2015-04-19,11.79,28.08,19.87,82.38,0.74,13.21
2015-04-20,0.58,28.93,19.51,82.31,1.01,18.64
2015-04-21,1.47,28.16,19.87,85.19,1.71,15.07
2015-04-22,1.1,27.81,18.94,84.88,2.22,11.92
2015-04-23,0.01,28.51,18.44,82.38,2.03,16.12
2015-04-24,0.04,29.19,17.58,79.25,1.73,15.89
2015-04-25,0.01,26.44,14.98,77.19,2.83,19.28
2015-04-26,0.01,26.64,14.32,78.75,2.47,19.48
2015-04-27,0.0,27.47,14.05,73.75,1.48,20.12
2015-04-28,0.02,27.59,13.83,74.62,1.38,18.12
2015-04-29,0.0,26.26,15.93,77.75,2.61,16.5
2015-04-30,0.0,25.69,15.05,77.31,2.68,18.42
2015-05-01,0.01,26.82,13.52,75.62,1.95,18.44
2015-05-02,0.0,27.38,13.58,75.5,1.6,18.21
2015-05-03,1.41,27.96,15.9,75.44,2.57,14.92
2015-05-04,9.42,25.24,17.36,84.69,3.07,7.07
2015-05-05,3.25,26.37,16.65,83.69,2.06,15.16
2015-05-06,0.18,26.08,15.31,81.25,1.72,12.79
2015-05-07,0.05,25.29,14.09,76.06,2.91,16.74
2015-05-08,0.03,24.57,13.69,76.69,2.79,17.86
2015-05-09,0.0,27.39,12.27,73.19,1.38,18.47
2015-05-10,11.4,26.52,15.34,83.94,1.94,11.77
2015-05-11,9.62,22.7,15.43,88.38,1.91,6.86
2015-05-12,0.04,23.08,13.31,80.94,1.27,15.12
2015-05-13,0.03,23.64,14.17,82.19,2.8,11.4
2015-05-14,0.0,24.78,14.7,78.75,1.84,16.47
2015-05-15,0.0,23.42,14.43,78.25,1.59,10.59
2015-05-16,0.01,24.69,12.42,74.88,1.26,16.77
2015-05-17,0.03,25.48,13.46,79.38,1.53,14.15
2015-05-18,0.11,23.87,15.71,81.75,0.98,7.34
2015-05-19,0.49,22.07,16.33,87.19,1.77,10.38
2015-05-20,0.73,22.52,16.12,85.56,1.51,9.39
2015-05-21,0.07,26.08,14.94,77.62,1.55,15.63
2015-05-22,0.0,26.91,15.17,75.0,1.74,16.53
2015-05-23,0.0,25.69,14.84,78.31,1.72,10.36
2015-05-24,0.04,28.36,14.2,77.0,1.84,14.55
2015-05-25,0.19,28.73,15.34,71.12,1.23,16.11
2015-05-26,0.73,29.16,16.8,71.94,1.02,15.13
2015-05-27,0.47,29.2,16.62,73.62,2.02,15.54
2015-05-28,6.6,22.73,15.62,85.5,2.2,3.23
2015-05-29,2.96,23.86,12.91,82.38,2.18,12.09
2015-05-30,7.74,24.28,10.8,74.06,1.28,13.31
2015-05-31,20.2,22.5,14.12,90.69,1.53,4.09
2015-06-01,1.25,23.83,15.09,87.56,1.99,7.52
2015-06-02,0.02,22.62,14.66,85.38,2.19,6.77
2015-06-03,0.0,24.55,13.8,82.44,1.44,13.83
2015-06-04,0.0,25.91,14.32,80.81,1.21,15.45
2015-06-05,0.0,25.83,13.9,75.31,1.34,16.54
2015-06-06,0.06,26.73,12.83,77.12,1.93,16.04
2015-06-07,0.01,27.08,13.73,75.88,1.73,15.3
2015-06-08,0.0,27.14,13.82,67.44,1.25,15.76
2015-06-09,0.0,26.82,13.05,68.88,1.31,15.84
2015-06-10,0.0,26.91,12.53,69.62,1.52,15.84
2015-06-11,0.0,28.06,13.82,68.69,1.82,16.23
2015-06-12,0.01,26.8,15.2,77.12,0.92,13.48
2015-06-13,0.0,28.6,14.41,71.88,2.12,16.02
2015-06-14,0.0,28.02,14.44,72.38,3.27,14.57
2015-06-15,3.75,23.59,14.39,86.56,2.72,5.04
2015-06-16,0.13,23.08,11.31,74.88,1.37,12.46
2015-06-17,0.01,28.23,15.58,73.19,1.22,12.54
2015-06-18,0.19,28.94,15.48,76.56,2.41,14.13
2015-06-19,1.4,21.08,13.35,80.88,4.49,8.48
2015-06-20,0.09,24.18,11.99,75.69,2.22,15.79
2015-06-21,0.0,25.72,11.26,73.62,1.63,15.73
2015-06-22,0.0,26.37,12.34,70.44,1.51,15.19
2015-06-23,0.02,25.9,12.26,71.81,1.63,13.87
2015-06-24,0.05,22.96,13.7,79.31,3.88,8.26
2015-06-25,0.0,24.19,12.45,73.56,2.84,15.04
2015-06-26,0.0,23.83,10.58,75.12,1.88,15.85
2015-06-27,0.0,23.53,9.26,68.31,1.87,16.53
2015-06-28,0.04,23.65,9.01,65.94,1.79,15.91
2015-06-29,0.0,25.27,10.47,68.25,2.3,15.43
2015-06-30,0.21,25.33,13.62,74.25,2.99,11.37
2015-07-01,1.05,25.91,14.01,80.06,2.16,5.3
2015-07-02,1.43,25.76,14.94,77.12,1.21,6.19
2015-07-03,1.11,27.3,14.44,71.94,2.44,5.11
2015-07-04,2.35,24.3,14.67,83.12,2.72,6.92
2015-07-05,0.34,20.52,11.18,76.81,3.69,5.93
2015-07-06,0.51,26.18,12.93,74.38,1.2,11.85
2015-07-07,4.43,22.37,16.56,90.06,1.07,4.29
2015-07-08,7.58,21.69,15.63,91.62,2.84,3.55
2015-07-09,0.55,23.4,13.1,86.19,2.41,9.2
2015-07-10,0.1,26.9,13.41,72.81,1.17,15.87
2015-07-11,0.67,27.77,13.8,67.44,2.1,9.48
2015-07-12,0.01,29.45,14.05,64.62,2.18,16.17
2015-07-13,0.0,30.15,15.88,62.44,2.94,15.79
2015-07-14,0.0,29.87,14.89,61.06,2.41,15.98
2015-07-15,0.0,29.92,16.3,65.0,1.59,12.69
2015-07-16,0.0,27.61,16.0,70.62,1.7,9.21
2015-07-17,0.01,24.32,13.55,72.62,1.52,10.48
2015-07-18,0.0,27.66,14.12,64.12,1.55,15.94
2015-07-19,0.0,27.98,12.98,64.31,2.01,17.06
2015-07-20,0.0,27.87,13.0,64.56,2.5,15.68
2015-07-21,0.0,26.98,14.81,69.62,3.38,9.79
2015-07-22,0.01,24.68,13.18,72.38,3.21,13.98
2015-07-23,0.01,27.15,14.22,73.69,1.83,13.93
2015-07-24,2.61,28.38,14.11,70.0,2.12,15.43
2015-07-25,3.08,26.22,15.09,78.81,1.59,8.47
2015-07-26,0.14,26.37,13.06,74.88,1.62,10.25
2015-07-27,0.01,26.28,12.24,63.0,1.62,15.72
2015-07-28,0.02,27.76,11.45,51.0,1.62,18.57
2015-07-29,0.0,27.53,11.43,55.12,1.72,18.43
2015-07-30,0.0,29.2,10.54,64.25,1.12,18.69
2015-07-31,0.0,29.5,12.47,58.12,1.32,18.39
2015-08-01,0.0,28.98,13.23,58.5,1.12,18.3
2015-08-02,0.0,29.66,12.88,56.25,1.7,18.07
2015-08-03,0.0,30.3,12.58,55.19,1.85,19.09
2015-08-04,0.0,29.62,13.73,52.31,1.17,18.97
2015-08-05,0.0,29.86,12.05,53.81,1.53,16.98
2015-08-06,0.0,30.12,13.29,49.31,1.32,18.25
2015-08-07,0.0,31.14,13.06,46.19,1.59,18.91
2015-08-08,0.0,31.04,13.48,51.25,1.66,19.11
2015-08-09,0.0,30.05,14.15,61.12,1.82,18.43
2015-08-10,0.0,30.04,14.54,59.88,1.88,19.27
2015-08-11,0.0,30.33,14.14,53.38,1.36,19.03
2015-08-12,0.0,29.3,11.95,54.88,1.36,20.14
2015-08-13,0.0,30.0,12.48,49.5,1.56,19.26
2015-08-14,0.0,29.47,12.87,53.06,1.87,20.04
2015-08-15,0.0,29.81,15.03,50.75,2.12,18.56
2015-08-16,0.0,30.67,13.9,51.69,1.66,19.91
2015-08-17,0.0,30.69,13.23,54.88,2.4,20.17
2015-08-18,0.0,28.71,16.51,50.81,3.08,12.38
2015-08-19,0.05,31.29,15.52,52.5,3.55,18.52
2015-08-20,0.0,27.18,11.77,63.5,3.31,19.82
2015-08-21,0.0,28.47,13.83,63.5,2.52,19.49
2015-08-22,0.0,30.15,12.82,58.38,1.49,20.86
2015-08-23,0.01,31.82,14.29,42.5,1.68,21.41
2015-08-24,7.75,25.51,15.58,72.12,2.96,12.83
2015-08-25,5.8,27.3,13.73,74.62,1.66,8.11
2015-08-26,2.55,30.8,14.57,69.75,1.52,18.63
2015-08-27,6.6,29.05,16.51,68.56,2.3,3.39
2015-08-28,0.76,28.25,14.08,67.19,2.66,16.57
2015-08-29,0.07,30.51,11.98,62.94,1.34,20.68
2015-08-30,0.0,33.6,13.74,49.81,1.44,21.83
2015-08-31,0.0,34.23,15.63,48.38,1.35,22.53
2015-09-01,0.0,33.91,17.4,50.94,3.01,22.66
2015-09-02,0.0,30.03,14.94,63.0,3.5,21.98
2015-09-03,0.02,32.56,13.51,60.31,1.9,21.57
2015-09-04,0.1,32.37,15.49,61.25,2.64,17.29
2015-09-05,1.03,25.12,16.08,70.12,2.88,15.17
2015-09-06,1.37,29.41,14.42,69.81,1.72,11.33
2015-09-07,19.75,29.01,18.44,74.62,2.59,8.91
2015-09-08,8.25,29.67,18.03,75.62,4.44,5.24
2015-09-09,35.98,26.18,17.31,82.81,1.58,11.01
2015-09-10,11.83,24.67,13.81,78.38,3.53,9.12
2015-09-11,26.06,26.97,16.13,83.0,3.05,6.0
2015-09-12,1.92,24.48,14.1,80.06,2.14,7.24
2015-09-13,2.07,25.4,12.43,76.12,2.89,20.38
2015-09-14,0.0,27.23,11.87,74.44,2.53,22.3
2015-09-15,0.0,31.69,14.6,71.62,2.12,22.22
2015-09-16,0.0,33.74,18.08,63.5,3.18,23.44
2015-09-17,0.0,34.83,18.89,57.75,2.91,23.39
2015-09-18,0.0,35.59,18.88,49.44,2.12,24.06
2015-09-19,0.0,35.8,18.86,47.5,1.65,24.91
2015-09-20,0.0,35.19,18.16,41.75,1.35,25.31
2015-09-21,0.0,34.69,16.29,48.25,0.96,25.53
2015-09-22,0.0,35.41,16.38,41.38,1.22,25.91
2015-09-23,0.0,35.9,17.01,41.94,1.4,25.55
2015-09-24,0.0,38.02,21.03,38.0,1.73,24.63
2015-09-25,11.41,36.33,20.87,62.38,2.58,17.02
2015-09-26,3.63,29.94,19.91,77.81,2.09,11.44
2015-09-27,8.52,32.87,18.48,71.56,1.89,20.23
2015-09-28,5.62,28.5,19.65,76.56,2.04,8.62
2015-09-29,8.19,27.43,19.63,79.12,1.49,14.38
2015-09-30,8.26,30.54,17.69,74.12,1.41,16.82
2015-10-01,1.03,31.44,18.68,72.19,1.95,17.43
2015-10-02,0.77,35.08,18.68,64.19,2.12,23.21
2015-10-03,1.06,28.98,20.41,71.56,1.61,12.01
2015-10-04,0.02,27.51,18.32,76.75,2.05,12.72
2015-10-05,0.0,30.19,15.3,68.0,3.54,25.61
2015-10-06,0.0,32.46,13.48,64.44,1.95,26.01
2015-10-07,0.0,35.99,16.05,61.25,1.88,26.35
2015-10-08,0.02,36.69,18.84,53.69,2.56,26.7
2015-10-09,1.63,35.57,19.98,50.38,2.26,23.18
2015-10-10,6.61,28.4,20.8,72.19,1.52,13.21
2015-10-11,0.0,33.01,19.82,62.81,2.23,16.74
2015-10-12,0.57,33.55,18.69,64.44,2.16,21.6
2015-10-13,0.62,32.64,18.94,65.0,1.7,21.32
2015-10-14,0.0,37.7,18.73,53.75,2.41,25.59
2015-10-15,0.0,39.07,19.84,45.19,2.56,27.13
2015-10-16,0.0,38.48,21.51,48.06,1.27,24.62
2015-10-17,0.0,38.23,19.42,59.62,3.34,25.09
2015-10-18,0.0,32.76,16.94,58.38,4.67,24.43
2015-10-19,0.0,35.7,15.97,57.56,2.28,25.62
2015-10-20,0.9,39.91,18.09,54.12,2.5,24.82
2015-10-21,0.06,38.69,22.44,52.62,1.44,18.9
2015-10-22,19.89,31.49,22.18,72.94,1.8,15.5
2015-10-23,2.74,32.42,19.81,74.25,2.38,15.61
2015-10-24,0.0,32.89,17.16,66.75,4.18,26.41
2015-10-25,2.88,32.94,16.85,66.81,2.8,25.09
2015-10-26,10.63,30.9,18.27,73.69,2.23,19.37
2015-10-27,8.81,30.66,20.53,74.0,1.51,16.34
2015-10-28,3.65,29.94,19.38,75.44,2.31,12.21
2015-10-29,0.09,32.31,18.06,66.88,3.77,26.43
2015-10-30,0.0,33.34,16.95,61.0,1.9,27.17
2015-10-31,9.84,31.27,20.75,66.81,2.46,12.57
2015-11-01,35.38,26.31,20.23,85.88,2.09,8.46
2015-11-02,17.21,28.57,19.93,85.56,1.85,15.51
2015-11-03,5.48,26.12,20.75,88.56,1.79,10.33
2015-11-04,16.97,26.69,20.45,88.31,1.68,16.47
2015-11-05,2.27,28.91,19.88,82.06,1.62,15.68
2015-11-06,2.47,29.0,17.84,83.5,2.8,16.58
2015-11-07,0.29,29.58,16.92,77.19,2.53,11.62
2015-11-08,2.13,30.15,17.87,77.31,1.36,12.9
2015-11-09,0.93,29.42,19.73,80.94,1.66,16.97
2015-11-10,0.06,32.83,20.73,71.5,1.25,23.6
2015-11-11,7.86,31.31,20.71,74.31,1.31,22.25
2015-11-12,0.19,31.44,20.8,71.38,1.36,24.53
2015-11-13,7.41,32.82,20.86,74.5,1.28,21.04
2015-11-14,7.01,30.8,21.27,79.69,2.04,21.31
2015-11-15,3.63,30.23,21.65,81.0,0.89,18.24
2015-11-16,3.12,25.15,20.19,85.62,1.46,20.05
2015-11-17,8.43,30.08,19.45,80.88,1.04,20.11
2015-11-18,2.08,30.53,21.13,77.69,1.25,26.34
2015-11-19,26.76,28.86,22.44,83.94,1.8,20.59
2015-11-20,6.89,26.73,20.99,90.5,2.8,13.4
2015-11-21,1.22,28.39,18.45,80.06,2.49,17.33
2015-11-22,7.26,31.3,17.24,78.31,1.78,23.72
2015-11-23,22.99,27.73,19.55,88.94,1.7,9.88
2015-11-24,10.34,25.22,20.07,93.12,1.97,5.28
2015-11-25,1.2,28.78,20.17,82.38,1.27,9.73
2015-11-26,0.12,29.26,18.45,77.31,2.37,21.07
2015-11-27,0.02,31.12,17.37,74.88,1.45,26.89
2015-11-28,10.48,28.69,20.67,83.38,1.89,20.74
2015-11-29,14.78,29.7,21.12,79.81,1.19,14.16
2015-11-30,8.36,26.89,17.8,86.0,3.02,19.43
2015-12-01,1.02,29.5,17.05,80.5,1.98,18.1
2015-12-02,7.18,28.87,18.9,81.75,1.37,22.68
2015-12-03,1.52,27.09,19.65,84.88,1.54,18.68
2015-12-04,0.62,28.65,19.49,81.38,1.67,19.42
2015-12-05,3.31,27.45,20.73,85.0,1.37,18.71
2015-12-06,16.35,28.47,20.19,83.19,1.42,17.76
2015-12-07,7.15,27.79,19.89,82.06,0.87,16.92
2015-12-08,8.66,29.39,19.31,80.38,0.95,21.56
2015-12-09,9.33,28.78,20.47,84.12,1.72,16.26
2015-12-10,4.91,26.54,20.9,85.88,2.38,11.65
2015-12-11,0.93,28.9,20.66,81.25,1.73,22.47
2015-12-12,11.39,29.1,21.38,83.06,1.3,20.37
2015-12-13,5.8,28.68,20.32,86.06,2.11,20.18
2015-12-14,4.67,29.84,20.33,80.19,2.05,24.1
2015-12-15,7.91,29.64,20.87,80.69,1.88,20.61
2015-12-16,3.36,27.16,19.55,85.06,1.91,15.99
2015-12-17,2.77,30.7,18.26,79.0,1.85,27.48
2015-12-18,4.35,31.21,20.16,77.69,1.97,24.82
2015-12-19,3.08,29.19,21.5,82.44,1.28,22.99
2015-12-20,4.09,27.83,20.89,81.75,0.85,16.13
2015-12-21,2.95,29.62,19.94,79.62,1.2,24.72
2015-12-22,7.3,29.8,20.4,81.12,1.89,23.85
2015-12-23,6.5,28.85,21.54,81.56,1.99,22.96
2015-12-24,0.4,29.43,20.99,82.69,1.61,20.82
2015-12-25,1.04,29.1,22.23,82.44,1.27,16.5
2015-12-26,4.83,26.68,21.22,86.31,1.79,20.61
2015-12-27,16.07,27.67,20.58,87.56,2.7,13.1
2015-12-28,25.91,26.31,20.89,88.56,2.83,12.45
2015-12-29,24.94,26.6,20.58,88.25,3.06,9.46
2015-12-30,5.91,25.73,20.11,88.88,3.05,9.94
2015-12-31,1.84,28.26,20.54,85.38,2.5,18.55
2016-01-01,7.1,27.42,21.49,87.12,1.56,20.21
2016-01-02,9.93,28.97,21.01,84.88,1.44,18.3
2016-01-03,13.61,26.3,19.81,87.88,2.45,14.73
2016-01-04,0.78,28.43,18.81,81.38,2.28,19.1
2016-01-05,0.05,29.98,19.24,77.81,1.88,27.7
2016-01-06,0.01,30.48,19.3,77.5,1.44,27.31
2016-01-07,0.03,31.35,19.66,78.56,0.9,28.56
2016-01-08,0.91,29.94,20.59,82.0,1.7,22.47
2016-01-09,12.92,27.47,22.11,89.31,2.0,11.91
2016-01-10,22.12,28.15,21.35,86.62,2.2,14.19
2016-01-11,22.45,27.11,21.76,88.88,3.19,8.74
2016-01-12,28.97,26.98,22.0,89.75,2.48,5.79
2016-01-13,36.97,30.03,21.61,86.0,1.23,15.69
2016-01-14,20.08,25.7,21.19,91.06,1.87,13.07
2016-01-15,46.14,27.71,19.8,89.88,1.86,8.87
2016-01-16,1.36,27.45,17.8,82.44,3.6,22.55
2016-01-17,1.33,27.94,15.82,78.81,3.79,23.39
2016-01-18,1.3,27.62,16.83,82.12,3.61,17.75
2016-01-19,1.37,27.55,17.09,84.19,3.73,17.42
2016-01-20,0.47,29.01,17.98,82.56,4.02,24.45
2016-01-21,0.01,27.78,16.9,79.06,3.92,29.6
2016-01-22,0.02,28.08,15.94,78.12,3.14,29.31
2016-01-23,0.3,29.14,16.55,78.12,1.95,25.3
2016-01-24,3.21,25.36,18.2,90.44,1.3,22.05
2016-01-25,10.97,29.91,20.62,82.5,1.8,27.29
2016-01-26,2.08,31.39,20.16,79.81,1.62,26.78
2016-01-27,15.75,29.48,21.43,85.31,1.78,15.14
2016-01-28,3.88,26.58,20.8,90.94,1.88,19.28
2016-01-29,6.95,25.73,20.56,89.75,2.25,11.83
2016-01-30,0.77,29.1,20.42,81.75,2.45,21.92
2016-01-31,0.06,30.38,20.43,78.5,2.34,28.3
2016-02-01,0.09,31.32,19.08,71.75,1.52,27.64
2016-02-02,0.25,30.48,20.43,74.0,1.0,28.59
2016-02-03,0.44,30.47,20.05,79.12,1.55,27.3
2016-02-04,0.3,27.7,21.51,87.0,1.42,22.0
2016-02-05,6.08,29.79,21.3,81.25,1.41,24.08
2016-02-06,7.46,30.66,20.37,79.94,1.14,19.75
2016-02-07,13.55,28.2,21.19,85.5,1.39,23.95
2016-02-08,12.09,28.83,20.3,84.0,1.77,24.48
2016-02-09,0.33,30.91,19.44,78.19,1.45,26.84
2016-02-10,0.35,31.18,19.9,79.38,1.48,24.92
2016-02-11,8.94,26.58,19.76,91.19,1.74,20.55
2016-02-12,0.59,29.22,17.85,82.75,2.9,23.92
2016-02-13,0.03,30.85,17.66,82.5,1.6,26.05
2016-02-14,0.02,32.23,19.93,74.44,0.92,23.19
2016-02-15,9.97,27.3,21.58,89.31,2.12,21.14
2016-02-16,17.0,26.62,21.22,89.81,1.61,16.63
2016-02-17,5.39,29.3,20.54,84.0,1.45,19.22
2016-02-18,12.55,30.37,20.35,79.5,1.55,23.16
2016-02-19,5.59,29.36,20.83,85.06,1.62,23.08
2016-02-20,16.31,27.2,21.28,88.81,1.45,22.43
2016-02-21,9.88,26.3,20.76,90.19,1.25,11.41
2016-02-22,8.7,26.78,20.32,89.44,1.08,11.11
2016-02-23,1.45,26.55,20.4,87.81,1.73,10.19
2016-02-24,5.76,27.98,19.48,85.44,1.8,12.92
2016-02-25,8.48,29.62,19.56,82.44,1.53,19.47
2016-02-26,14.67,28.75,19.93,84.44,1.91,21.17
2016-02-27,11.63,26.69,21.21,89.81,1.79,14.01
2016-02-28,8.6,26.15,21.33,91.62,1.55,15.95
2016-02-29,2.41,24.76,18.51,87.69,2.77,11.61
2016-03-01,7.82,23.55,17.78,89.38,1.61,8.79
2016-03-02,13.06,26.01,18.28,90.62,1.41,14.23
2016-03-03,10.0,26.49,19.86,89.31,3.27,13.26
2016-03-04,7.79,28.36,20.14,87.31,2.79,18.13
2016-03-05,0.36,29.07,19.69,83.81,1.18,20.26
2016-03-06,5.84,30.04,20.69,78.69,0.84,20.18
2016-03-07,5.38,28.51,20.65,82.94,0.82,20.53
2016-03-08,1.71,30.57,19.9,81.81,1.21,23.95
2016-03-09,3.19,27.64,21.76,88.0,1.41,21.88
2016-03-10,25.29,26.71,20.72,91.25,2.87,14.09
2016-03-11,23.42,29.3,21.09,89.06,3.33,15.52
2016-03-12,0.36,27.61,18.37,83.81,1.41,19.5
2016-03-13,0.07,26.94,17.8,84.81,3.28,17.44
2016-03-14,0.66,28.94,18.37,83.25,2.09,24.06
2016-03-15,12.75,28.45,19.01,84.81,1.91,16.95
2016-03-16,6.15,26.49,19.74,87.0,1.84,16.21
2016-03-17,2.42,28.12,18.48,82.94,1.29,22.26
2016-03-18,0.12,28.87,17.62,82.0,1.39,24.16
2016-03-19,0.0,29.19,18.28,79.75,1.27,25.89
2016-03-20,0.04,29.36,16.58,81.19,1.15,22.86
2016-03-21,0.02,29.43,18.73,80.31,1.8,23.78
2016-03-22,2.98,29.85,19.58,82.19,1.97,14.23
2016-03-23,9.75,27.46,20.46,86.44,1.1,19.17
2016-03-24,3.6,25.94,19.41,89.38,1.3,18.28
2016-03-25,7.53,27.33,20.14,89.69,1.7,11.94
2016-03-26,4.5,27.46,20.13,88.44,2.34,18.33
2016-03-27,0.68,29.09,20.35,85.81,1.57,19.07
2016-03-28,0.79,29.88,21.05,83.31,0.77,19.78
2016-03-29,0.68,29.19,20.3,86.19,0.88,20.34
2016-03-30,0.12,26.87,20.89,90.12,1.0,18.88
2016-03-31,0.14,27.38,19.74,84.38,0.85,22.29
2016-04-01,0.09,29.23,18.71,79.06,1.1,21.41
