DATA,P_RioBranco,P_Maceio,P_Macapa,P_Manaus,P_Salvador,P_Fortaleza,P_Brasilia,P_Vitoria,P_Goiania,P_SaoLuis,P_Cuiaba,P_CampoGrande,P_BeloHorizonte,P_Belem,P_JoaoPessoa,P_Curitiba,P_Recife,P_Teresina,P_RioDeJaneiro,P_Natal,P_PortoAlegre,P_PortoVelho,P_BoaVista,P_Florianopolis,P_SaoPaulo,P_Aracaju,P_Palmas
1992-01-01,12.74,0.29,0.37,0.0,0.18,0.12,4.37,3.55,4.66,0.0,3.82,1.44,5.73,2.47,0.25,2.07,0.24,0.0,6.77,0.3,5.69,6.64,0.27,9.07,2.6,0.0,2.04
1992-01-02,2.79,0.24,0.9,1.47,0.01,0.02,7.39,4.05,8.46,0.0,2.31,4.63,5.01,9.11,0.07,3.87,0.11,0.04,7.18,0.04,3.69,2.27,0.46,15.59,5.59,0.0,1.35
1992-01-03,1.97,0.04,1.88,2.42,0.0,0.0,1.78,1.87,2.76,0.0,10.09,15.71,13.01,3.43,0.17,3.39,0.02,0.01,5.41,0.12,0.48,8.02,0.34,0.97,2.99,0.0,0.29
1992-01-04,1.75,0.09,1.19,2.62,0.0,0.0,6.33,0.98,18.6,0.0,0.06,19.57,16.35,8.63,0.0,0.2,0.02,0.0,11.98,0.03,0.0,6.22,0.28,0.0,15.92,0.0,3.87
1992-01-05,13.77,0.01,0.43,0.72,0.0,0.0,4.9,20.97,9.49,0.0,1.42,5.73,25.07,7.43,0.0,0.41,0.03,0.0,7.6,0.07,0.23,1.15,0.85,0.51,2.15,0.0,3.91
1992-01-06,1.25,0.01,2.36,1.26,0.0,0.09,10.32,1.69,1.4,0.0,3.79,5.97,4.56,12.37,0.0,0.12,0.1,0.0,4.81,0.27,0.19,2.94,0.71,0.22,0.6,0.0,3.65
1992-01-07,0.75,0.34,2.4,16.52,0.18,0.01,3.04,2.17,5.29,0.04,3.7,1.56,3.33,12.03,0.0,0.9,0.12,0.93,1.23,0.05,0.05,7.44,1.12,0.43,0.24,0.0,11.58
1992-01-08,7.41,0.0,1.86,6.82,2.54,0.0,18.68,1.05,16.74,0.03,5.2,20.34,5.61,9.99,0.0,9.44,0.19,2.56,0.32,0.04,2.9,39.22,1.4,2.58,0.21,0.01,2.51
1992-01-09,8.67,0.05,2.86,3.98,2.1,0.0,5.22,13.22,3.38,0.0,21.05,20.27,14.64,8.19,0.03,4.85,0.09,0.44,3.35,0.12,0.22,4.63,0.28,5.35,3.49,0.0,8.83
1992-01-10,24.22,0.08,2.12,6.63,2.17,0.0,17.35,10.15,14.49,0.09,6.01,14.74,3.37,5.36,0.07,1.85,0.11,1.58,5.4,0.12,1.25,4.27,0.09,1.64,0.46,0.0,5.07
1992-01-11,20.56,0.24,3.64,4.58,7.34,0.01,6.0,3.14,8.19,1.06,20.77,13.8,3.32,10.63,0.0,0.99,0.49,0.77,0.51,0.22,0.5,4.42,1.29,3.66,1.09,0.01,6.74
1992-01-12,15.65,0.17,6.46,1.69,10.72,0.02,19.96,7.86,17.29,0.0,6.54,8.82,30.7,2.78,0.24,7.87,2.36,0.02,0.9,1.01,0.04,26.25,0.04,6.62,9.63,0.13,5.85
1992-01-13,26.26,0.07,3.95,2.26,10.16,0.0,9.0,12.76,9.21,0.0,24.66,8.95,41.95,3.0,0.16,4.11,0.6,0.0,2.42,0.56,3.66,13.92,0.0,4.06,9.77,0.07,9.24
1992-01-14,8.07,0.07,4.39,3.76,3.02,0.0,8.59,8.75,11.78,0.0,14.28,9.15,20.2,3.93,0.03,0.7,0.42,0.93,2.69,0.02,0.24,2.81,0.0,0.87,8.32,0.16,9.76
1992-01-15,14.83,0.05,1.77,1.75,2.81,0.0,10.65,4.33,20.73,0.0,11.02,14.36,32.31,1.91,0.0,6.65,0.22,2.88,3.3,0.17,1.36,4.35,0.18,4.46,3.51,0.06,4.7
1992-01-16,15.42,0.13,5.25,2.94,1.19,0.51,7.83,4.04,8.04,0.0,14.85,7.44,28.65,3.31,0.03,2.48,0.61,0.55,22.42,0.72,0.08,16.33,0.01,0.24,28.72,0.23,9.9
1992-01-17,1.5,0.08,8.74,12.18,0.33,0.68,17.7,5.09,22.69,0.0,3.06,2.38,15.66,1.68,0.23,0.48,0.79,0.37,49.42,1.45,0.27,6.61,0.0,0.03,5.69,0.04,1.77
1992-01-18,4.87,0.22,7.85,4.9,1.62,0.23,14.07,17.81,25.43,0.08,6.68,0.0,19.9,9.64,0.13,1.15,0.6,0.88,15.4,0.91,0.11,0.76,0.0,0.01,0.63,0.05,3.14
1992-01-19,3.76,0.17,4.84,2.0,0.44,0.16,6.55,12.9,7.5,1.91,4.51,6.28,19.76,9.05,3.99,0.06,1.03,4.58,4.2,2.74,0.33,4.61,0.0,0.1,0.2,0.0,8.79
1992-01-20,6.06,0.39,2.4,1.31,0.5,0.39,21.76,5.76,27.64,0.54,9.14,4.02,20.34,4.79,2.22,0.13,2.21,4.82,2.44,1.81,0.59,3.27,0.0,0.02,0.96,0.03,6.65
1992-01-21,6.15,1.01,3.31,12.12,2.22,0.47,21.98,4.97,29.65,0.05,7.79,2.76,27.29,10.87,2.6,1.59,2.81,3.76,7.31,1.88,1.14,4.92,0.0,4.07,8.52,0.38,19.67
1992-01-22,1.51,9.55,12.63,16.25,2.7,0.72,10.36,9.72,24.02,0.98,6.23,0.44,42.25,14.8,5.38,6.95,5.45,6.35,22.22,2.66,5.22,13.29,0.0,10.9,10.97,1.5,21.55
1992-01-23,1.08,4.64,20.51,4.57,0.65,2.46,12.98,10.46,17.06,3.17,4.42,1.4,53.64,8.41,3.82,1.44,5.5,13.66,23.41,2.12,37.99,3.68,0.0,13.49,1.02,0.81,32.0
1992-01-24,4.33,8.03,10.46,0.52,3.03,18.51,20.59,13.39,16.5,18.4,1.69,0.85,16.67,10.48,5.3,4.2,12.21,20.93,14.29,3.13,18.79,4.02,0.0,12.48,1.46,4.09,3.58
1992-01-25,14.51,7.32,2.44,2.19,1.97,11.95,12.26,13.48,11.38,42.35,1.73,0.07,3.18,11.3,14.16,7.38,9.81,12.99,1.4,6.17,7.75,8.96,0.0,18.82,2.9,9.67,23.29
1992-01-26,7.34,8.66,7.21,0.13,24.4,11.13,12.11,6.22,3.03,13.85,1.5,0.91,3.05,10.24,13.06,13.99,7.28,9.98,1.29,10.95,5.03,21.01,0.0,27.35,3.41,11.89,9.08
1992-01-27,4.51,8.61,3.84,0.55,25.0,9.44,11.86,5.34,1.44,17.27,9.84,3.49,9.53,11.03,9.9,7.94,9.55,36.39,3.09,7.64,4.09,2.11,0.0,8.73,1.89,18.47,10.29
1992-01-28,0.81,11.64,3.59,3.91,15.6,6.56,5.44,6.66,9.07,31.23,5.52,1.59,8.41,10.42,16.42,2.83,18.49,11.58,2.42,13.82,2.5,5.69,0.18,2.15,2.91,15.86,13.01
1992-01-29,0.2,24.2,0.8,3.92,20.9,13.88,7.4,6.05,6.93,12.61,11.39,0.21,7.01,30.03,11.73,6.98,12.61,20.24,0.33,14.8,6.43,4.12,0.05,9.92,8.71,39.56,11.43
1992-01-30,0.24,3.31,4.73,13.35,20.29,14.06,16.89,8.9,16.08,28.17,3.8,1.11,12.0,24.48,1.26,12.15,3.77,7.7,3.48,10.17,3.14,0.55,0.0,5.52,6.11,10.33,22.55
1992-01-31,1.6,0.68,2.54,8.69,6.25,12.7,27.49,4.53,18.24,10.15,2.24,3.31,8.2,10.33,1.06,18.33,2.39,11.51,0.29,2.19,3.33,0.1,0.0,13.38,7.68,1.34,38.18
1992-02-01,0.01,0.96,3.7,3.58,11.05,3.36,18.14,3.67,23.15,1.43,4.49,2.31,6.25,3.16,3.2,19.41,2.87,6.43,0.15,5.5,8.46,2.14,0.03,21.26,2.09,1.68,15.99
1992-02-02,1.2,2.43,2.88,2.25,5.98,2.54,13.26,12.07,15.43,3.58,8.73,0.41,35.67,0.85,1.47,8.05,3.9,4.75,0.57,4.17,2.3,3.81,0.04,5.14,2.44,0.83,17.89
1992-02-03,7.41,2.03,3.19,3.21,5.97,0.54,13.57,4.88,14.37,2.99,5.57,6.82,35.8,1.47,2.07,3.51,3.97,1.61,0.67,7.54,3.21,20.04,0.01,2.99,4.08,2.08,16.76
1992-02-04,40.07,2.42,3.16,0.4,10.06,0.3,7.14,7.84,7.79,0.91,7.19,13.54,24.1,8.88,2.7,6.25,3.48,0.29,1.45,6.07,8.92,1.62,0.01,18.12,1.76,0.73,12.48
1992-02-05,5.61,6.75,7.61,0.08,22.33,0.17,23.1,6.83,10.37,0.2,4.73,0.88,18.52,7.37,2.47,3.09,10.43,0.05,1.17,0.09,1.2,22.15,6.62,12.19,4.08,1.42,14.56
1992-02-06,0.48,1.28,11.43,2.9,12.57,3.96,19.29,3.59,3.32,0.7,2.83,1.79,13.73,7.28,5.89,2.0,4.2,10.11,0.71,1.64,1.87,6.29,1.42,5.39,15.45,2.5,19.48
1992-02-07,2.82,1.69,5.95,2.46,24.8,1.63,12.91,3.69,17.42,3.32,14.23,1.39,4.98,10.03,3.03,8.95,4.53,4.01,0.26,1.12,1.31,2.83,0.02,13.85,17.02,2.92,30.23
1992-02-08,6.79,0.67,5.87,1.35,12.18,0.69,31.67,1.6,20.91,0.82,5.04,2.37,3.36,25.61,1.56,12.54,3.09,1.82,0.11,1.06,3.43,8.57,0.0,18.05,14.77,0.72,23.56
1992-02-09,0.39,0.89,8.65,8.12,6.57,0.61,25.58,2.59,18.37,1.08,4.31,16.75,5.7,17.68,2.23,11.01,5.48,4.2,0.34,0.84,8.66,4.74,0.0,6.88,4.35,5.16,15.49
1992-02-10,1.01,11.99,18.83,4.85,9.31,4.51,9.5,1.65,17.05,16.51,7.7,5.66,0.9,8.9,10.99,3.7,15.33,9.96,0.37,13.78,6.9,4.62,0.03,1.35,1.7,14.19,12.82
1992-02-11,13.4,6.27,27.6,16.01,16.23,7.76,16.8,4.05,17.8,12.17,11.11,2.32,0.88,21.32,8.67,0.2,7.09,9.87,0.84,5.4,3.66,12.05,0.05,0.13,1.17,9.92,18.66
1992-02-12,8.23,1.91,17.63,6.43,12.09,29.26,12.71,3.42,11.56,7.87,15.76,2.49,0.72,17.11,8.11,0.2,9.05,14.36,0.97,1.95,6.34,17.54,0.07,0.8,0.5,3.92,22.2
1992-02-13,8.58,4.3,25.2,14.88,4.38,4.76,7.42,0.82,9.14,5.07,4.32,11.58,0.28,17.34,1.54,0.44,4.94,10.71,0.38,2.49,0.6,5.73,0.01,0.63,2.1,3.76,11.65
1992-02-14,6.06,8.82,13.63,5.51,3.91,3.11,3.41,0.63,10.9,7.55,2.32,4.37,0.3,5.38,4.08,1.3,10.52,7.15,1.3,2.94,12.6,9.07,0.0,0.46,1.22,2.3,12.42
1992-02-15,18.22,14.34,8.49,7.53,1.82,18.46,14.72,0.37,6.96,8.17,4.05,2.37,0.22,3.08,18.82,5.8,9.9,12.14,0.28,16.6,15.96,9.9,0.05,12.58,3.12,3.23,5.2
1992-02-16,6.48,14.0,3.63,7.47,3.31,5.18,11.33,0.2,10.31,9.87,6.67,8.29,0.09,17.16,35.34,5.58,20.55,8.22,0.01,22.66,7.48,25.9,0.03,2.43,2.28,4.64,2.7
1992-02-17,0.67,17.14,7.77,19.15,6.07,22.39,8.28,0.29,2.77,3.05,7.82,10.51,0.05,10.64,8.85,12.58,11.77,7.09,0.04,12.61,1.17,4.52,0.09,10.23,0.42,3.13,3.07
1992-02-18,4.73,18.98,35.39,23.84,2.99,15.05,3.07,0.12,0.49,10.37,13.81,7.58,0.11,10.83,4.81,2.24,12.18,8.2,0.04,8.06,0.03,9.04,0.03,3.03,0.91,7.21,2.61
1992-02-19,6.04,10.95,14.0,5.2,3.51,14.26,3.11,0.05,0.47,15.28,8.86,1.75,0.05,10.8,2.33,3.81,4.85,18.32,0.86,15.5,0.01,6.48,0.69,3.56,5.52,8.79,8.64
1992-02-20,4.15,12.49,4.53,4.72,1.98,30.21,5.61,0.73,0.29,36.17,4.64,6.58,0.26,8.91,3.85,2.5,3.41,13.45,0.46,12.43,1.0,23.85,0.07,1.47,3.55,4.56,7.18
1992-02-21,10.54,22.67,23.2,32.86,1.84,5.75,5.61,1.01,3.53,3.61,6.71,4.7,0.39,2.19,3.05,3.68,4.78,0.96,0.08,7.56,0.31,6.39,0.02,2.88,1.27,10.08,5.18
1992-02-22,6.82,4.46,14.82,28.53,1.09,7.58,5.6,0.1,4.64,4.49,6.25,5.83,0.1,4.52,6.06,3.54,3.09,1.89,0.12,7.47,6.22,2.75,0.08,7.38,1.9,1.85,5.9
1992-02-23,11.91,8.88,26.22,4.4,1.2,5.13,3.94,1.06,5.29,5.69,8.22,19.54,0.47,8.65,1.51,18.23,2.87,4.01,0.02,0.63,4.6,3.14,2.67,13.13,1.54,1.38,5.34
1992-02-24,25.71,2.92,17.46,6.38,2.17,1.15,4.42,0.36,10.91,4.67,3.64,12.32,1.03,9.84,1.28,4.68,2.55,0.84,0.91,0.89,1.73,31.31,0.51,4.28,4.24,0.91,3.06
1992-02-25,12.97,7.87,17.67,11.8,0.72,7.28,3.35,0.86,13.11,5.51,6.74,1.05,9.8,7.73,3.5,25.0,9.18,2.03,1.28,4.76,0.31,12.4,0.72,8.65,25.18,2.65,2.6
1992-02-26,4.03,6.01,13.27,14.25,3.62,6.34,8.28,2.29,7.12,5.76,4.67,9.25,5.97,7.7,2.64,8.4,3.35,4.94,12.32,4.96,0.66,4.65,1.21,0.27,2.97,13.38,7.15
1992-02-27,4.6,0.72,9.89,6.6,2.09,1.38,5.6,0.81,1.61,4.66,7.82,17.54,12.12,16.97,0.4,3.29,0.3,2.5,26.81,0.29,5.4,43.23,1.84,5.08,8.13,1.28,3.12
1992-02-28,6.27,0.29,7.33,6.28,0.24,0.8,10.3,3.05,7.13,2.14,13.21,7.71,7.92,8.66,0.51,1.16,0.26,4.1,4.83,0.24,0.01,10.63,10.63,0.34,1.81,0.39,2.71
1992-02-29,2.1,0.83,22.33,10.26,0.2,0.52,12.41,14.55,25.91,4.93,1.61,10.71,4.58,9.12,0.09,0.77,0.07,23.07,2.1,0.22,0.47,6.96,4.29,0.57,0.92,0.27,1.73
1992-03-01,2.31,3.54,6.37,1.96,0.76,2.8,9.49,1.74,16.41,13.34,16.99,4.42,4.99,15.26,0.52,2.42,1.88,21.88,3.88,0.24,0.01,3.8,0.36,0.99,5.55,0.73,2.77
1992-03-02,4.81,2.05,6.01,2.17,0.23,4.79,18.03,1.81,6.11,12.25,5.16,2.61,5.33,13.76,0.32,22.95,0.98,7.97,5.41,0.32,1.56,2.69,0.04,8.58,6.96,0.61,5.34
1992-03-03,8.1,0.83,13.83,6.25,0.89,2.58,3.1,1.67,2.16,4.06,5.87,3.09,1.78,7.49,1.38,23.94,0.82,2.85,1.22,3.06,9.99,0.91,0.01,13.77,14.54,1.2,0.19
1992-03-04,5.01,0.29,16.3,8.55,0.27,4.85,0.0,0.78,0.09,3.46,3.0,7.15,1.29,7.6,2.63,5.68,1.28,0.76,7.13,14.51,1.83,8.72,0.03,4.79,14.7,0.4,0.71
1992-03-05,10.3,1.1,5.84,5.8,1.0,2.32,1.55,0.1,1.55,3.16,2.28,6.78,0.02,6.14,0.37,4.95,1.06,0.17,1.28,0.91,1.69,23.87,0.22,1.59,3.54,0.4,0.51
1992-03-06,3.28,3.09,16.53,11.53,1.49,1.12,0.13,6.89,0.73,4.76,4.66,2.04,0.15,10.04,10.99,5.87,10.73,0.64,0.48,12.34,4.16,8.14,10.3,2.78,2.19,0.17,0.01
1992-03-07,2.6,14.52,17.64,13.89,3.87,2.0,0.0,1.89,1.3,4.73,1.92,4.43,0.11,8.7,7.0,3.02,12.01,1.27,5.82,1.9,1.24,3.43,10.33,4.88,10.97,0.77,0.02
1992-03-08,4.16,18.42,9.09,7.13,1.63,3.66,5.23,10.03,10.44,3.88,7.66,8.13,1.43,6.38,5.05,1.67,11.87,4.85,3.75,1.66,0.74,3.93,0.82,2.39,5.01,12.89,2.76
1992-03-09,12.7,7.03,7.48,9.89,6.49,2.41,3.2,22.64,6.84,2.95,1.81,7.71,1.78,4.76,4.19,6.79,5.94,5.88,3.71,2.2,1.73,8.48,0.29,0.66,4.19,5.43,9.35
1992-03-10,12.28,3.59,10.94,11.05,9.51,0.79,4.31,11.19,5.34,4.11,3.35,1.57,0.76,9.07,2.76,6.97,4.23,8.18,2.04,2.6,4.18,0.95,1.11,1.24,5.78,3.14,3.41
1992-03-11,6.68,8.56,6.6,2.89,6.96,2.14,10.54,9.14,4.93,3.19,1.07,2.75,0.58,10.13,14.17,7.71,13.88,2.91,0.66,4.35,1.15,7.47,0.57,0.38,8.74,7.25,2.97
1992-03-12,2.58,12.73,11.33,3.85,13.79,8.93,11.36,11.31,5.51,3.13,1.92,2.56,7.19,17.85,34.9,2.5,19.9,2.1,1.61,27.64,0.58,7.39,0.28,0.27,9.53,21.94,7.55
1992-03-13,14.66,7.6,9.08,8.54,5.59,3.22,2.84,5.49,7.14,3.58,1.72,5.59,3.38,13.28,19.18,1.85,11.8,3.68,1.86,12.21,0.73,4.95,0.48,0.74,3.68,10.92,4.34
1992-03-14,4.42,2.91,6.62,7.65,3.93,3.5,1.55,1.97,2.14,6.37,9.85,4.19,0.27,9.87,5.24,5.11,2.47,1.94,0.45,4.08,7.39,9.0,0.38,0.94,3.05,1.65,0.89
1992-03-15,25.91,3.1,10.88,36.19,3.76,6.17,1.63,0.44,3.19,13.88,4.22,8.85,0.13,10.99,16.1,7.7,7.4,0.53,0.63,27.98,10.14,17.68,0.11,11.83,2.22,1.39,0.04
1992-03-16,7.86,7.11,19.86,21.97,0.87,7.5,7.22,1.49,4.87,5.61,2.56,1.85,0.14,10.44,41.54,10.34,32.35,3.46,2.36,36.88,2.93,24.68,0.04,4.15,14.38,2.47,1.08
1992-03-17,6.86,4.54,11.68,17.36,0.14,5.38,8.22,0.6,9.57,8.8,0.18,1.99,1.85,6.83,14.79,15.3,10.88,8.99,5.01,12.84,1.23,3.38,0.04,4.62,8.95,4.12,11.4
1992-03-18,6.52,2.68,9.58,7.44,0.11,2.2,5.96,0.32,19.08,10.37,3.06,9.54,9.34,21.71,1.19,4.88,1.64,4.03,3.86,2.41,0.68,2.28,0.06,7.51,10.11,1.65,5.68
1992-03-19,9.11,2.48,29.24,11.31,0.31,4.85,9.35,0.02,21.17,22.78,2.92,3.84,1.84,45.15,0.55,0.71,1.24,12.67,2.27,1.21,0.12,13.87,0.06,2.8,17.59,1.12,2.22
1992-03-20,3.19,5.67,11.57,6.75,0.32,4.82,5.66,0.31,7.23,14.61,2.49,0.03,0.16,18.36,0.34,0.6,0.75,10.9,0.91,0.2,0.11,0.99,0.03,0.84,2.81,3.99,6.8
1992-03-21,10.74,3.73,10.66,5.59,2.4,3.08,4.07,1.37,8.65,10.03,4.74,14.84,0.16,9.09,1.88,1.48,4.33,36.06,0.26,1.1,4.38,1.85,0.0,2.72,0.36,2.21,3.82
1992-03-22,5.62,3.76,14.8,7.6,11.44,2.82,1.41,0.73,3.79,10.69,8.69,16.77,0.12,10.02,1.6,3.56,2.46,14.84,0.21,1.16,18.09,29.46,0.0,15.32,1.58,3.24,0.58
1992-03-23,27.31,3.78,23.64,8.02,10.46,9.65,2.37,0.67,2.45,6.4,25.04,1.96,0.03,6.3,3.2,31.55,5.56,10.15,0.33,13.82,14.69,20.64,0.0,15.36,5.57,2.22,1.05
1992-03-24,0.79,7.58,32.94,9.37,4.01,35.01,4.76,2.19,9.49,20.64,14.02,4.16,0.37,25.61,5.97,13.77,5.2,7.99,0.21,4.88,4.44,5.52,0.1,6.57,7.12,6.12,5.11
1992-03-25,0.18,4.84,9.18,3.11,3.65,13.4,6.14,1.3,15.64,22.09,5.57,5.15,1.69,20.33,9.14,3.96,6.3,30.48,1.02,5.96,9.35,0.19,0.19,2.23,8.17,4.34,9.89
1992-03-26,2.38,11.59,8.84,1.52,1.09,3.36,10.0,2.6,8.23,10.35,4.78,2.89,2.49,7.02,2.13,1.17,9.8,5.66,1.41,1.11,2.06,0.31,0.01,0.87,1.97,6.89,29.01
1992-03-27,7.2,19.47,11.61,0.84,1.3,10.17,10.02,0.69,6.24,3.01,0.75,21.3,0.89,31.65,7.66,2.35,17.94,6.46,1.58,8.09,9.88,0.23,0.0,0.77,3.51,9.82,20.65
1992-03-28,1.93,29.22,10.5,4.46,2.47,17.02,3.62,0.1,10.57,7.49,15.42,12.24,0.26,16.65,18.38,4.93,26.75,19.82,0.02,16.09,6.68,0.38,0.16,8.43,2.97,11.4,4.8
1992-03-29,2.82,24.44,5.67,4.56,2.98,10.09,2.79,0.72,1.77,7.68,1.74,0.55,0.08,19.14,5.77,14.1,18.46,5.91,0.32,8.54,2.18,12.48,0.32,6.6,17.32,6.97,4.24
1992-03-30,7.61,7.29,14.22,11.98,3.09,13.29,4.9,0.77,1.64,4.96,3.72,0.05,0.01,29.08,12.37,6.53,24.07,3.47,0.3,10.28,1.72,9.22,0.15,4.44,20.03,2.68,1.85
1992-03-31,8.43,7.15,7.92,7.89,5.25,18.14,11.86,0.86,16.29,8.8,3.57,0.4,0.4,20.83,9.2,6.92,15.74,24.21,0.28,13.86,3.17,15.16,1.85,0.48,15.93,4.21,3.5
1992-04-01,2.44,7.18,17.26,35.49,10.53,12.12,5.66,0.17,5.15,9.05,0.0,0.79,0.77,23.05,13.46,0.89,23.55,39.35,2.79,8.65,2.2,1.49,0.85,0.02,9.24,0.83,9.32
1992-04-02,0.88,7.77,7.55,8.78,5.83,9.8,4.74,0.08,7.5,5.08,3.73,0.15,2.97,27.48,9.1,1.19,16.17,39.56,1.05,10.99,3.1,3.63,4.83,0.21,0.56,1.37,4.02
1992-04-03,2.81,12.09,10.18,1.56,0.44,7.85,2.2,1.57,0.83,8.02,1.51,2.93,1.46,10.62,13.34,1.03,7.62,5.54,1.42,17.26,0.14,2.23,0.37,0.02,0.11,4.86,0.12
1992-04-04,4.67,5.91,13.5,1.22,0.13,4.75,2.38,0.19,0.35,11.36,0.91,4.13,0.47,3.69,12.29,0.25,7.59,10.52,0.06,13.66,3.77,4.01,0.06,0.01,0.14,9.31,6.74
1992-04-05,18.3,11.56,8.5,3.79,0.21,12.18,1.4,0.2,1.24,25.72,3.02,0.31,0.25,9.02,31.46,0.02,12.62,11.54,0.54,16.1,12.02,6.03,0.98,0.24,0.07,16.39,13.42
1992-04-06,12.03,20.31,9.21,10.53,0.5,24.81,1.78,0.18,7.91,10.13,0.4,4.35,1.43,15.92,13.31,4.84,4.55,11.69,2.13,9.94,27.53,13.22,0.26,9.25,0.38,9.64,21.01
1992-04-07,2.05,18.05,23.55,14.43,0.21,12.52,4.78,0.24,3.68,3.92,8.81,4.3,2.78,15.68,2.39,4.94,1.35,9.96,1.61,2.38,2.75,17.86,0.79,3.09,0.89,5.88,16.79
1992-04-08,15.41,11.55,19.76,11.26,0.2,3.43,11.94,0.15,2.91,1.05,1.84,3.21,1.4,21.91,3.1,1.98,4.21,0.22,16.64,5.24,0.01,3.36,2.13,0.01,3.69,3.6,7.78
1992-04-09,3.32,6.9,15.04,9.03,6.2,1.72,19.64,9.08,10.23,2.09,1.47,1.15,3.58,22.23,3.02,0.05,2.88,3.48,0.49,4.83,2.16,0.44,8.92,0.72,0.09,5.16,13.71
1992-04-10,3.17,6.71,3.56,3.64,10.95,1.87,4.9,15.65,4.1,1.46,1.16,0.42,0.68,14.6,1.0,0.06,0.91,1.76,2.39,2.37,1.26,19.49,3.74,0.23,0.3,4.93,3.94
1992-04-11,1.6,4.59,13.96,1.45,5.74,1.77,3.83,8.67,4.99,2.21,5.47,22.12,1.01,10.04,0.97,0.19,2.3,0.94,0.3,0.76,18.06,15.29,0.33,0.02,2.1,2.39,3.42
1992-04-12,2.92,2.09,14.59,0.8,3.45,0.6,17.94,1.72,29.07,3.47,23.13,33.04,0.56,19.09,1.48,3.29,2.0,0.01,0.03,1.85,24.56,12.71,0.04,9.99,1.47,0.64,0.07
1992-04-13,29.16,4.1,14.1,15.43,0.94,4.02,4.96,0.84,4.87,2.51,3.95,0.71,1.05,15.91,24.04,7.32,6.95,0.08,0.56,20.59,8.62,5.42,0.28,6.32,8.82,1.61,1.01
1992-04-14,14.61,10.58,15.16,4.54,2.26,7.88,4.99,4.3,3.82,6.13,0.97,0.0,6.92,18.23,9.6,0.03,1.99,4.19,0.86,14.58,12.51,3.25,0.41,0.07,1.26,11.09,3.87
1992-04-15,0.03,4.57,18.58,1.68,0.43,9.63,7.79,2.78,3.03,5.4,0.0,0.01,9.11,4.66,5.31,0.04,0.84,5.76,0.76,6.67,8.16,11.52,0.16,0.04,0.02,1.22,0.18
1992-04-16,0.32,0.22,9.14,8.52,0.12,1.62,3.16,2.13,0.35,5.49,1.41,1.87,12.61,1.65,1.25,0.0,0.21,5.34,5.02,4.0,3.52,10.43,2.74,0.11,0.1,0.05,5.69
1992-04-17,1.16,0.01,16.5,10.74,0.0,0.7,2.46,3.48,0.27,0.51,1.22,1.2,2.97,6.06,0.66,0.03,0.43,0.55,3.9,0.5,2.12,11.49,5.09,0.33,0.16,0.14,2.06
1992-04-18,5.35,0.01,5.03,9.44,0.35,4.22,2.46,3.45,2.6,0.04,2.75,0.0,0.83,2.83,0.17,0.02,0.09,0.27,1.29,0.43,0.23,2.83,2.68,0.0,0.08,0.17,0.05
1992-04-19,7.87,0.11,13.77,8.06,0.97,4.01,1.84,4.6,1.77,1.08,1.93,12.45,1.06,15.47,0.99,2.63,0.29,0.4,0.18,0.45,0.22,0.63,4.58,0.36,0.38,0.18,6.4
1992-04-20,8.79,0.06,10.04,5.65,0.02,2.61,9.25,2.18,25.97,1.51,9.04,16.17,0.72,4.11,0.95,2.96,1.18,0.11,0.26,0.73,0.1,0.54,1.46,0.23,6.87,0.03,7.83
1992-04-21,8.83,0.65,14.08,1.2,0.02,2.02,31.06,3.57,12.41,1.75,1.57,0.28,3.23,3.49,2.81,0.28,2.76,1.91,3.37,1.86,0.21,5.39,0.3,0.01,1.86,0.11,10.25
1992-04-22,1.73,0.87,10.79,1.54,0.4,1.37,7.56,3.89,2.49,0.07,0.2,4.38,8.08,2.51,0.6,0.25,0.82,0.9,3.24,0.37,1.16,2.12,1.89,0.23,0.58,0.74,0.0
1992-04-23,2.61,1.2,11.66,4.8,0.13,0.3,6.91,0.22,3.76,0.43,1.1,5.69,0.73,13.75,0.27,0.29,0.49,0.01,2.71,0.47,1.45,0.09,2.84,0.58,0.44,0.31,0.0
1992-04-24,2.09,0.61,4.03,10.28,0.11,0.03,12.98,2.93,10.79,0.22,2.31,13.44,9.91,13.33,0.19,1.13,0.59,0.0,4.51,0.32,0.09,8.77,13.26,0.12,1.02,0.11,0.0
1992-04-25,2.47,0.98,3.42,1.15,0.39,0.03,3.82,2.87,3.38,2.44,36.56,22.23,2.75,13.76,0.24,7.95,0.49,0.01,6.84,0.36,0.34,3.52,8.95,5.74,10.02,0.69,0.0
1992-04-26,4.64,0.49,6.57,0.6,6.07,0.01,1.35,4.75,2.68,1.56,0.48,0.44,2.64,7.22,1.64,6.88,1.78,0.04,32.95,0.53,0.93,8.21,5.27,2.7,8.64,0.83,0.0
1992-04-27,3.88,0.69,13.99,1.46,2.46,0.05,5.08,10.28,2.79,1.87,0.58,0.17,2.73,7.2,0.2,0.62,0.25,1.22,12.77,0.03,1.04,3.3,4.62,0.17,3.17,0.79,0.0
1992-04-28,3.23,0.17,19.95,5.54,1.17,0.23,2.84,4.0,1.08,3.09,0.18,1.83,0.92,8.5,0.0,0.28,0.05,1.31,4.74,0.02,0.08,0.02,8.11,0.57,1.51,0.01,0.0
