DATA,P_RioBranco,P_Maceio,P_Macapa,P_Manaus,P_Salvador,P_Fortaleza,P_Brasilia,P_Vitoria,P_Goiania,P_SaoLuis,P_Cuiaba,P_CampoGrande,P_BeloHorizonte,P_Belem,P_JoaoPessoa,P_Curitiba,P_Recife,P_Teresina,P_RioDeJaneiro,P_Natal,P_PortoAlegre,P_PortoVelho,P_BoaVista,P_Florianopolis,P_SaoPaulo,P_Aracaju,P_Palmas
1994-06-10,1.75,3.64,10.52,8.31,10.66,3.05,0.0,0.35,0.0,6.12,0.0,0.0,0.01,2.32,9.99,0.51,4.94,1.96,5.22,4.55,0.25,0.11,9.47,0.02,1.18,12.78,0.0
1994-06-11,0.75,4.36,11.77,5.31,19.27,1.03,0.0,0.44,0.0,8.65,0.0,0.44,0.0,14.39,2.68,0.56,1.54,0.42,0.49,2.06,0.22,0.92,4.84,0.03,0.25,29.34,0.0
1994-06-12,1.1,6.62,13.36,5.25,17.78,4.04,0.0,0.74,0.0,5.6,0.0,0.0,0.0,16.27,29.85,0.06,15.21,1.56,0.52,14.7,0.0,4.37,2.46,0.34,0.06,12.58,0.0
1994-06-13,0.16,3.02,6.85,16.28,12.92,33.38,0.0,1.26,0.0,9.83,0.23,1.88,0.04,4.72,15.9,0.02,2.68,0.19,0.44,25.76,1.12,1.08,10.64,0.06,0.04,3.55,0.1
1994-06-14,0.34,7.81,6.35,4.27,4.47,14.9,0.37,2.78,0.04,12.78,0.02,0.0,0.01,2.52,1.72,0.01,1.86,0.36,2.9,2.46,0.14,1.1,11.26,0.3,0.09,4.4,0.0
1994-06-15,0.99,12.05,5.5,5.22,9.99,1.99,0.01,2.29,0.04,1.81,0.0,2.81,0.0,0.25,7.83,0.05,11.32,2.2,0.01,5.01,0.9,0.85,3.3,0.13,0.09,5.78,0.0
1994-06-16,1.64,25.03,3.32,5.25,9.21,10.57,0.0,0.06,0.02,7.21,0.0,0.0,0.01,2.18,15.26,0.01,15.15,9.48,0.0,12.46,11.23,4.04,2.02,0.12,0.1,22.45,0.0
1994-06-17,1.26,13.39,5.49,1.44,5.44,16.74,0.06,0.06,0.0,7.11,0.04,0.0,0.0,20.61,13.79,0.03,12.53,5.47,0.0,9.76,0.0,0.61,4.65,0.07,0.17,15.95,0.0
1994-06-18,0.71,21.64,3.53,4.06,2.82,9.23,0.01,0.3,0.0,1.85,0.0,0.0,0.0,8.01,2.78,0.03,6.71,1.87,0.04,0.96,20.86,0.17,3.26,15.28,0.07,13.26,0.0
1994-06-19,7.42,26.24,6.65,5.01,3.52,8.29,0.0,0.49,0.0,1.14,0.0,0.0,0.0,16.14,21.31,31.41,33.79,1.14,0.02,13.16,51.93,0.45,8.75,32.18,0.19,19.87,0.04
1994-06-20,0.27,35.24,3.65,14.09,0.88,4.17,0.0,0.5,1.02,2.7,0.16,7.35,0.0,11.98,32.37,9.55,31.5,3.61,0.0,19.22,2.31,3.96,1.75,10.02,0.49,12.8,0.01
1994-06-21,4.16,11.14,1.2,4.16,1.11,15.99,0.77,0.11,7.42,2.08,8.26,17.91,0.02,3.86,21.65,6.84,13.12,1.64,0.0,16.54,3.01,0.14,9.95,1.43,5.2,5.41,0.37
1994-06-22,0.32,8.11,10.12,3.26,2.19,12.41,14.49,0.16,6.67,28.47,0.88,0.09,2.74,16.81,51.12,0.1,25.87,0.96,7.12,26.16,0.85,1.17,20.97,0.08,7.81,5.04,0.74
1994-06-23,4.32,1.43,13.3,7.13,0.89,16.2,0.19,3.75,2.35,7.05,1.57,5.41,2.06,13.56,7.89,0.12,2.17,0.97,16.11,9.64,0.14,0.24,18.88,0.02,1.88,1.26,0.23
1994-06-24,2.7,2.86,11.82,1.05,0.96,11.22,0.4,1.27,6.96,3.03,7.48,8.1,1.21,11.18,10.41,7.0,6.38,2.01,3.27,6.45,8.14,2.79,5.4,16.72,7.1,1.49,3.54
1994-06-25,26.53,6.8,0.74,2.97,0.72,4.91,1.94,5.2,4.47,24.56,14.81,2.72,6.01,0.07,24.03,11.28,20.61,0.92,12.02,15.92,0.57,2.32,2.81,0.27,7.56,4.86,5.42
1994-06-26,0.36,8.95,13.39,4.6,0.45,26.12,0.0,5.32,0.09,4.98,0.0,0.0,0.09,30.55,17.71,0.0,11.85,0.47,0.04,12.27,0.0,0.45,13.18,0.0,0.0,8.77,0.08
1994-06-27,0.0,10.97,21.23,3.64,16.02,14.69,0.08,0.03,0.46,13.8,1.04,0.02,0.06,13.06,15.0,0.11,18.21,2.24,0.34,16.67,0.25,0.0,6.81,0.0,0.42,10.9,6.34
1994-06-28,0.0,8.63,4.18,4.42,20.08,13.87,0.0,0.06,0.0,27.18,0.1,0.0,0.11,5.81,35.59,0.01,33.3,3.66,0.0,30.74,0.21,0.42,14.87,0.01,0.21,11.01,2.17
1994-06-29,0.24,4.9,5.29,4.41,11.8,22.44,0.0,0.06,0.0,9.83,0.0,0.0,0.02,7.59,17.33,0.21,5.6,1.94,0.02,23.13,0.28,0.13,1.72,0.28,0.05,12.82,0.0
1994-06-30,0.1,15.72,2.03,6.64,16.3,3.97,0.0,0.21,0.0,7.86,0.0,0.51,0.0,3.67,8.57,0.73,12.14,0.31,0.02,4.02,4.14,2.96,1.77,2.25,0.2,11.07,0.0
1994-07-01,3.08,12.91,4.84,4.88,18.62,0.65,0.0,0.47,0.0,6.99,0.0,0.91,0.0,2.09,5.09,6.42,5.94,1.21,0.0,2.19,49.84,10.67,1.77,15.74,0.05,25.72,0.0
1994-07-02,0.01,4.92,7.66,3.25,13.67,0.87,0.0,0.41,0.02,2.36,0.01,0.81,0.0,3.58,2.89,32.21,2.28,0.09,0.04,2.47,0.34,3.48,5.57,13.44,0.11,28.37,0.0
1994-07-03,0.25,12.76,5.65,4.12,22.29,0.31,0.0,1.39,0.0,1.28,0.12,0.0,0.0,6.16,19.21,12.24,13.21,0.09,0.6,27.46,0.17,4.93,9.97,10.72,0.46,18.17,0.0
1994-07-04,0.06,5.75,6.95,2.48,14.46,0.76,0.0,2.85,0.01,0.82,0.06,0.12,0.0,2.32,9.67,6.52,4.66,0.82,0.4,24.09,1.56,0.0,13.09,16.48,0.51,11.72,0.0
1994-07-05,0.02,4.25,16.42,7.87,21.78,0.29,0.0,6.94,0.0,1.43,0.38,1.12,0.0,7.03,2.9,4.34,3.3,0.53,1.01,5.46,14.06,0.02,20.61,13.91,1.73,6.23,0.0
1994-07-06,0.02,8.23,6.97,19.88,9.84,0.26,0.0,1.2,0.0,17.32,0.0,1.46,0.0,8.35,1.87,6.72,3.89,0.0,0.02,2.26,30.46,0.42,5.29,13.33,0.52,17.4,0.0
1994-07-07,0.01,16.89,11.63,0.77,6.56,1.43,0.0,0.18,0.0,12.78,0.0,1.04,0.0,1.54,13.28,8.58,14.34,0.02,0.0,6.99,1.53,2.97,11.04,3.2,2.11,26.03,0.0
1994-07-08,0.12,8.94,8.67,1.58,4.31,2.43,0.0,0.93,0.01,15.69,0.38,0.02,0.12,9.28,37.06,0.26,20.32,0.8,2.73,18.67,1.89,3.12,19.77,0.15,3.69,9.14,0.08
1994-07-09,0.0,5.05,4.84,0.41,1.09,1.81,0.0,4.0,0.0,6.92,0.0,1.44,0.01,3.56,2.1,0.03,1.66,4.02,15.86,1.74,1.74,1.73,15.4,0.0,1.89,7.42,0.0
1994-07-10,0.06,2.87,11.44,2.27,6.15,0.26,0.0,2.54,0.0,14.55,0.03,0.0,0.02,3.53,0.26,0.07,1.49,4.33,8.62,0.32,0.0,0.7,17.66,0.01,1.56,1.96,0.0
1994-07-11,4.64,2.93,6.22,0.36,20.14,0.44,0.0,1.18,0.0,15.46,0.6,0.0,0.01,11.06,0.32,0.15,2.14,0.37,0.87,0.57,0.57,0.0,29.88,0.55,1.17,3.31,0.0
1994-07-12,0.0,6.0,11.32,0.46,14.46,1.34,0.0,12.84,0.0,16.01,0.0,2.49,0.0,4.68,1.03,0.11,2.55,0.01,1.99,1.83,0.17,0.0,3.58,0.19,0.09,12.58,0.0
1994-07-13,0.0,3.97,10.12,6.12,13.29,0.79,0.0,2.41,0.0,6.77,1.79,0.0,0.0,4.02,0.32,0.07,0.93,0.0,0.45,1.12,0.23,0.29,8.4,0.11,0.12,6.08,0.0
1994-07-14,0.02,4.52,16.5,1.64,8.84,0.48,0.0,1.82,0.0,3.81,0.83,0.0,0.0,1.09,5.86,0.0,2.55,0.0,0.01,14.9,0.66,0.0,13.66,0.17,0.01,3.32,0.0
1994-07-15,0.01,16.88,10.06,4.06,4.34,6.15,0.0,0.96,0.0,1.44,0.0,0.01,0.0,0.43,42.94,0.0,35.83,0.02,0.0,42.9,0.0,0.0,18.87,0.95,0.02,2.4,0.0
1994-07-16,0.0,9.84,11.4,1.02,4.13,6.67,0.0,0.38,0.0,10.8,0.48,0.0,0.0,2.85,53.46,0.01,25.84,0.25,0.0,49.65,0.04,0.54,15.01,0.0,0.04,2.13,0.0
1994-07-17,0.0,7.29,3.3,5.81,17.08,4.45,0.0,0.39,0.0,5.37,0.0,0.0,0.0,8.79,12.24,0.05,13.65,0.24,0.28,3.39,0.09,0.42,7.49,0.32,0.06,4.92,0.0
1994-07-18,0.0,10.63,6.42,1.98,4.52,1.18,0.0,0.21,0.0,5.52,0.0,0.0,0.0,9.38,5.36,0.01,7.77,0.05,0.01,4.33,0.0,0.0,5.12,0.08,0.03,4.8,0.0
1994-07-19,0.0,3.27,5.01,1.19,3.44,6.54,0.0,0.27,0.0,2.11,0.0,0.0,0.0,1.54,0.89,0.01,1.71,0.05,0.0,2.16,0.16,0.16,5.25,0.13,0.02,2.74,0.0
1994-07-20,0.0,2.59,2.08,2.46,0.61,0.9,0.0,0.33,0.0,4.77,0.0,0.09,0.0,2.94,2.0,0.01,3.7,0.04,0.0,0.81,0.32,0.62,2.71,0.04,0.16,1.85,0.0
1994-07-21,0.01,5.31,1.28,0.59,0.92,0.3,0.0,0.39,0.7,2.02,0.4,0.16,0.96,3.1,6.94,0.01,5.98,0.0,0.54,1.88,0.02,3.35,3.44,0.02,0.05,2.63,0.0
1994-07-22,0.32,4.81,1.14,2.93,0.53,0.39,3.74,0.64,5.95,1.95,18.35,16.68,2.78,2.13,7.21,32.05,7.92,0.0,0.7,2.82,29.57,0.23,2.23,24.18,2.53,1.91,0.0
1994-07-23,0.26,8.43,0.87,0.84,0.34,0.77,0.83,0.28,1.61,0.54,0.12,0.0,1.6,3.72,5.34,14.6,8.53,0.01,16.45,3.54,0.24,5.48,2.21,1.14,26.71,2.54,0.0
1994-07-24,0.66,3.49,10.57,0.86,0.54,0.42,0.09,2.34,0.03,0.02,0.92,2.23,0.34,2.79,1.98,2.57,2.86,0.73,1.94,0.75,0.49,0.01,1.77,0.96,0.96,0.86,0.0
1994-07-25,0.13,7.95,8.53,0.24,3.77,1.22,0.0,0.11,0.0,0.11,0.17,0.0,0.0,2.76,5.39,0.02,7.6,0.02,0.91,4.6,7.09,0.11,9.23,16.7,0.22,1.91,0.0
1994-07-26,0.04,5.23,9.82,2.78,2.32,0.7,0.0,0.2,0.0,0.49,2.77,0.0,0.0,0.76,2.4,21.04,4.68,0.02,0.03,0.77,0.01,0.0,5.1,16.67,0.02,1.9,0.0
1994-07-27,0.1,14.69,4.46,0.75,4.25,0.64,0.0,0.47,0.0,0.09,0.28,0.0,0.03,5.85,3.09,0.18,9.12,0.0,0.02,0.75,3.89,0.0,1.69,1.7,0.09,11.36,0.0
1994-07-28,4.3,3.71,0.76,0.07,7.92,0.23,0.0,0.43,0.0,0.0,0.04,0.0,0.02,0.44,2.43,0.13,4.01,0.0,0.0,0.5,1.72,0.27,1.83,0.04,0.03,3.92,0.0
1994-07-29,0.11,6.96,3.46,0.84,3.27,0.05,0.0,0.16,0.0,0.0,0.51,0.0,0.0,0.88,2.19,0.02,6.37,0.01,0.03,0.57,25.54,0.4,4.06,0.3,0.03,2.49,0.0
1994-07-30,0.18,5.29,6.15,3.29,5.45,0.1,0.0,0.03,0.0,0.75,0.0,0.0,0.0,0.56,1.38,0.03,3.27,0.0,0.0,0.47,25.53,0.76,2.76,0.73,0.02,3.58,0.0
1994-07-31,0.16,2.37,3.36,3.16,0.91,0.0,0.0,0.52,0.0,1.35,0.0,0.0,0.0,3.72,1.69,0.03,2.18,0.0,0.0,0.59,17.42,0.31,8.3,0.11,0.02,1.56,0.0
1994-08-01,0.0,0.68,2.94,1.15,6.04,0.0,0.0,0.01,0.0,3.5,0.0,0.0,0.0,4.21,2.23,0.04,2.99,0.0,0.05,1.59,1.34,0.0,13.07,0.58,0.02,0.8,0.0
1994-08-02,0.57,1.77,4.07,3.33,1.43,0.02,0.0,0.14,0.0,1.16,0.0,0.01,0.0,4.78,1.08,7.46,1.3,0.0,0.01,1.75,9.66,0.07,10.49,10.4,0.09,1.06,0.0
1994-08-03,0.03,2.12,8.63,5.08,2.58,0.02,0.0,0.0,0.0,0.81,0.0,0.12,0.0,7.93,0.13,0.63,0.71,0.0,7.42,0.27,2.89,0.01,13.47,0.07,1.69,1.08,0.0
1994-08-04,0.0,3.62,4.93,2.04,0.46,0.05,0.0,2.09,0.0,0.97,0.0,0.0,0.0,10.91,0.04,0.11,0.36,0.02,1.58,0.24,0.09,0.0,12.97,0.17,0.56,1.32,0.0
1994-08-05,0.0,0.41,1.69,5.53,26.0,0.06,0.0,0.25,0.0,0.15,0.0,0.0,0.0,1.7,0.06,0.01,0.53,0.05,2.8,0.27,2.24,1.41,11.74,0.0,0.62,0.3,0.0
1994-08-06,0.0,0.25,0.59,7.14,15.65,0.11,0.0,0.13,0.0,1.31,0.18,0.0,0.0,2.92,0.05,0.0,1.45,0.03,0.56,1.11,1.4,0.88,0.9,0.03,0.07,13.57,0.0
1994-08-07,0.0,7.04,1.4,3.88,1.47,0.07,0.0,0.26,0.0,2.25,0.68,0.0,0.0,4.41,0.21,0.02,1.05,0.01,1.59,1.46,0.14,0.0,1.28,0.11,0.35,12.57,0.0
1994-08-08,0.0,6.76,0.56,0.59,0.18,0.17,0.0,0.14,0.0,0.58,0.03,0.0,0.0,3.81,0.13,0.0,1.1,0.0,0.16,0.84,0.08,0.0,2.39,0.14,0.06,3.29,0.0
1994-08-09,0.06,7.36,1.05,1.09,0.67,0.07,0.0,0.07,0.0,0.42,0.0,9.83,0.0,0.32,2.34,0.0,5.56,0.0,0.01,1.46,1.18,1.64,0.58,0.13,0.02,5.02,0.0
1994-08-10,5.31,6.13,0.76,2.04,0.24,0.12,0.0,0.0,0.0,0.16,9.67,1.63,0.0,5.03,0.93,1.29,3.14,0.0,0.29,0.36,10.12,8.43,0.37,0.24,0.19,2.78,0.0
1994-08-11,0.18,3.67,3.54,2.78,1.53,0.0,0.0,0.17,0.0,1.09,1.4,0.32,0.0,5.3,0.24,0.47,2.06,0.14,11.4,0.14,0.0,0.54,1.19,0.0,1.36,1.9,0.0
1994-08-12,0.19,3.0,8.88,14.07,4.01,0.01,0.0,1.28,0.0,0.7,0.0,0.02,0.0,3.64,0.39,0.0,2.03,0.07,6.36,0.67,0.0,0.0,12.21,0.0,0.18,3.36,0.0
1994-08-13,0.0,2.68,2.38,5.78,3.75,0.02,0.0,0.81,0.0,0.53,0.0,0.0,0.0,2.0,0.35,0.02,2.01,0.0,0.5,0.43,0.0,0.04,5.13,0.02,0.04,3.02,0.0
1994-08-14,0.0,3.19,0.75,11.28,2.34,0.03,0.0,0.18,0.0,0.06,0.0,0.0,0.0,1.96,0.32,0.0,0.94,0.0,0.0,0.7,41.11,0.01,15.3,0.02,0.01,2.85,0.0
1994-08-15,0.01,7.31,5.81,6.07,2.61,0.02,0.0,0.26,0.0,1.53,0.0,0.0,0.0,1.52,1.53,0.06,4.54,0.01,0.0,0.61,37.37,0.0,19.16,2.1,0.24,2.47,0.0
1994-08-16,0.0,2.07,6.87,8.88,1.73,0.02,0.0,0.06,0.0,0.59,0.0,0.0,0.0,1.3,0.6,1.12,0.76,0.01,0.08,0.57,5.77,0.0,8.15,1.15,0.75,3.21,0.0
1994-08-17,0.01,9.94,3.1,4.1,2.33,0.1,0.0,1.4,0.0,7.35,0.0,0.0,0.0,3.98,24.13,1.64,12.89,0.0,2.33,22.25,0.03,0.81,6.22,0.02,1.82,1.31,0.0
1994-08-18,0.03,12.74,9.23,6.65,6.77,2.0,0.0,0.9,0.0,2.02,0.07,0.0,0.0,1.96,12.41,0.2,12.38,0.06,0.98,5.97,0.0,1.49,2.82,0.19,0.27,3.5,0.0
1994-08-19,0.03,7.19,4.68,2.91,2.86,0.33,0.0,0.72,0.0,0.49,0.0,0.0,0.0,1.34,3.64,0.03,5.42,0.07,0.03,2.58,0.0,0.99,9.11,0.0,0.01,4.93,0.0
1994-08-20,0.0,5.04,2.3,0.48,2.59,0.03,0.0,0.72,0.0,0.33,0.0,0.0,0.0,2.86,4.06,0.01,4.93,0.0,0.0,2.87,0.01,1.66,12.84,0.0,0.03,7.24,0.0
1994-08-21,0.02,1.27,4.53,5.56,3.02,0.12,0.0,0.06,0.0,0.38,0.0,0.0,0.0,8.24,1.39,0.03,1.0,0.0,0.0,2.4,0.0,0.03,10.48,0.0,0.04,4.15,0.0
1994-08-22,0.06,2.5,2.81,2.33,2.65,0.12,0.0,0.05,0.0,0.07,0.0,0.0,0.0,6.21,0.41,0.02,1.73,0.03,0.0,0.99,0.03,0.0,24.97,0.0,0.13,4.58,0.0
1994-08-23,0.0,7.22,2.21,3.49,0.34,0.1,0.0,0.0,0.0,0.38,0.0,0.0,0.02,0.69,0.03,1.83,0.86,0.4,0.82,0.28,0.31,1.51,14.62,0.21,1.01,1.73,0.0
1994-08-24,0.0,3.03,0.49,3.25,0.0,0.05,0.0,0.5,0.0,5.17,0.0,0.0,0.0,4.14,3.45,1.63,4.53,0.17,3.53,1.88,0.03,0.52,14.95,0.01,1.27,1.27,0.0
1994-08-25,0.22,2.47,2.33,9.96,0.67,0.13,0.0,0.77,0.0,2.45,0.0,0.0,0.0,0.67,2.4,0.17,2.2,0.22,4.21,0.96,0.06,0.95,4.54,0.01,0.34,0.69,0.0
1994-08-26,0.0,2.93,1.69,14.21,0.36,0.0,0.0,0.44,0.0,1.82,0.0,0.0,0.0,4.05,1.41,0.0,3.28,0.0,0.1,0.48,0.15,0.0,7.38,0.0,0.02,0.43,0.0
1994-08-27,0.0,2.87,2.88,1.16,0.01,0.08,0.0,0.56,0.0,0.01,0.0,0.0,0.0,2.93,4.34,0.45,3.7,0.0,1.93,3.61,0.05,2.31,5.76,0.08,0.23,1.47,0.0
1994-08-28,0.0,2.27,0.58,0.24,0.1,0.06,0.0,0.25,0.0,2.26,0.0,0.0,0.0,1.15,1.46,0.18,1.03,0.01,1.01,1.21,4.42,4.48,2.53,0.85,0.3,3.22,0.0
1994-08-29,0.0,1.57,2.5,0.75,6.07,0.01,0.0,0.43,0.0,0.9,0.0,0.0,0.0,1.87,0.28,0.31,0.41,0.59,0.04,0.1,5.76,1.66,1.35,0.35,0.05,0.6,0.0
1994-08-30,0.18,0.65,1.13,5.43,7.75,0.02,0.0,0.3,0.0,0.35,0.0,0.0,0.05,0.14,0.48,0.02,0.31,0.08,0.0,0.27,0.23,2.49,2.55,0.02,0.02,0.38,0.0
1994-08-31,0.0,0.47,0.59,1.22,5.01,0.0,0.0,0.03,0.0,0.1,0.24,0.0,0.0,1.92,0.01,0.06,0.42,0.75,0.0,0.06,0.32,0.12,3.42,0.02,0.02,1.3,0.0
1994-09-01,0.24,1.59,4.57,2.65,3.45,0.0,0.0,0.17,0.01,0.02,3.86,0.29,0.0,0.97,0.39,0.02,0.8,0.0,0.24,0.13,1.67,0.39,5.54,0.1,0.02,0.53,0.0
1994-09-02,11.0,0.74,1.78,3.3,0.69,0.0,0.0,0.32,0.04,0.21,0.5,0.0,0.0,7.12,0.36,0.14,0.33,0.0,0.47,0.29,3.59,0.45,12.89,0.02,0.03,0.29,0.07
1994-09-03,2.52,0.33,1.37,8.7,3.05,0.01,0.0,0.19,0.87,1.57,0.0,0.8,0.0,5.17,0.21,1.76,0.34,0.0,0.5,0.12,0.0,0.2,2.98,0.25,2.0,1.06,1.28
1994-09-04,0.0,3.33,0.7,15.17,2.29,0.08,0.0,2.24,0.09,0.66,0.0,0.0,0.0,2.98,1.06,0.57,0.98,0.02,0.4,1.01,0.52,0.85,1.47,0.02,2.46,2.36,0.31
1994-09-05,0.71,2.39,0.85,9.6,24.07,0.05,0.0,0.34,0.0,0.0,0.2,0.03,0.0,2.8,0.25,0.06,0.14,0.74,2.61,0.16,0.0,2.16,2.81,0.54,1.62,2.04,0.0
1994-09-06,0.13,1.6,1.24,9.65,8.42,0.01,0.0,1.34,1.19,0.0,1.11,4.48,0.0,2.06,0.0,1.86,0.2,0.0,0.01,0.01,0.24,2.19,6.96,0.74,0.27,2.37,0.0
1994-09-07,12.77,13.54,3.73,0.44,6.05,0.01,0.0,0.48,0.0,1.12,0.06,1.33,0.0,1.3,0.87,0.53,2.8,0.0,0.41,0.06,20.51,17.04,4.27,3.34,0.01,12.7,0.0
1994-09-08,4.97,25.44,1.69,2.25,4.72,0.0,0.0,0.09,0.0,1.13,0.29,1.72,0.0,3.3,1.83,2.62,6.59,0.08,12.13,0.14,0.01,2.21,4.3,0.47,4.34,12.62,0.0
1994-09-09,0.2,20.77,4.87,6.52,3.34,0.22,0.0,5.75,0.0,0.01,0.06,0.0,0.0,0.48,10.57,0.92,14.61,0.01,18.76,1.3,0.01,0.49,1.02,0.02,3.52,6.21,0.06
1994-09-10,0.12,4.69,1.74,5.5,2.74,0.31,0.0,0.92,0.0,0.4,0.14,0.54,0.03,4.62,2.19,0.79,4.89,0.01,5.55,0.22,0.0,1.15,0.36,0.03,1.17,3.48,0.06
1994-09-11,0.92,4.14,5.48,1.54,13.77,0.04,0.0,0.07,0.0,0.96,1.21,0.32,0.01,5.86,4.63,0.23,3.6,0.0,0.01,3.23,0.0,0.29,0.66,0.02,0.21,5.93,0.0
1994-09-12,7.91,11.5,3.27,13.92,1.82,0.19,0.0,0.28,0.0,0.15,1.89,0.48,0.0,1.56,15.15,0.2,12.94,0.0,1.01,7.61,8.01,0.03,0.72,0.74,0.19,9.77,0.0
1994-09-13,0.21,6.34,2.62,3.76,0.08,0.06,0.0,0.25,0.0,0.86,0.44,8.24,0.0,0.91,3.14,1.35,6.44,0.01,0.89,2.49,1.47,0.03,4.69,5.52,0.09,5.49,0.0
1994-09-14,2.34,9.42,0.81,0.99,0.14,0.19,0.0,0.37,0.0,0.01,3.82,5.46,0.0,0.28,10.54,3.41,14.68,0.0,1.24,3.65,2.88,3.99,0.69,6.45,0.03,3.28,0.0
1994-09-15,8.48,3.48,0.28,2.51,0.73,1.93,0.0,0.41,0.0,0.01,4.59,1.45,0.0,2.97,1.98,0.29,2.48,0.0,0.04,1.52,1.24,6.25,0.23,1.36,0.58,4.47,0.0
1994-09-16,6.84,1.42,3.68,0.28,0.72,0.07,0.0,0.16,0.0,0.01,0.05,0.63,0.0,2.05,0.82,1.23,1.37,0.0,2.53,0.96,0.01,2.2,0.01,0.15,2.11,1.38,0.0
1994-09-17,8.03,0.89,2.49,0.06,1.0,0.08,0.0,6.11,0.0,0.0,0.04,0.0,0.0,0.3,1.65,1.28,2.14,0.0,5.66,1.19,0.27,2.96,0.32,0.53,0.62,0.93,0.0
1994-09-18,3.38,2.53,1.68,0.52,0.94,0.0,0.0,5.62,0.0,0.0,0.67,0.0,0.04,2.08,1.21,0.5,3.39,0.01,1.31,0.19,0.0,0.14,0.31,0.33,0.14,0.9,0.0
1994-09-19,0.12,1.56,3.19,0.49,4.24,0.02,0.0,0.77,0.0,0.02,0.22,0.0,0.01,0.96,0.46,0.34,1.56,0.0,0.78,0.19,0.0,0.35,0.82,0.22,0.03,0.65,0.0
1994-09-20,0.28,1.56,0.48,2.59,3.9,0.01,0.0,1.02,0.0,0.01,0.08,0.0,0.0,0.5,0.96,0.01,1.62,0.0,0.0,0.46,0.0,6.82,0.83,0.03,0.01,1.34,0.02
1994-09-21,0.55,2.25,0.31,0.47,4.29,0.01,0.0,0.42,0.0,0.0,1.38,0.0,0.0,0.79,1.7,0.01,2.93,0.0,0.0,0.54,0.0,2.52,2.9,0.0,0.04,1.98,0.0
1994-09-22,9.44,1.03,0.55,0.56,3.16,0.1,0.0,0.1,0.0,0.09,0.49,0.0,0.0,0.79,1.89,0.0,1.47,0.0,0.0,0.73,0.0,2.52,17.39,0.0,0.05,1.35,0.0
1994-09-23,3.95,2.65,0.96,0.76,22.92,0.05,0.0,0.14,0.0,0.06,0.0,0.0,0.0,1.21,2.04,0.0,1.3,0.01,0.0,1.2,0.0,0.1,8.17,0.0,0.06,5.41,0.0
1994-09-24,1.39,4.73,1.39,0.86,3.51,0.01,0.0,0.02,0.0,0.01,0.13,0.24,0.0,1.02,0.12,0.04,0.54,0.57,0.05,0.51,0.74,0.75,1.78,0.19,0.04,2.6,0.0
1994-09-25,0.99,4.08,0.41,0.07,0.48,0.01,0.0,0.18,0.0,0.02,4.26,0.03,0.0,5.38,1.23,0.05,0.76,0.15,0.12,1.75,7.86,0.83,3.28,1.59,0.15,0.98,0.01
1994-09-26,6.42,2.29,0.6,0.26,0.04,0.02,0.08,0.27,0.07,0.0,5.48,0.03,0.18,1.57,1.37,1.06,0.31,0.0,0.8,1.76,0.26,8.42,0.81,4.72,1.72,0.56,2.48
1994-09-27,0.32,2.84,2.09,1.24,0.18,0.11,0.04,1.75,0.0,0.0,5.39,0.04,1.65,0.82,0.22,2.52,0.4,7.63,5.28,0.21,0.1,0.32,0.67,0.86,6.07,0.17,5.37
1994-09-28,1.68,1.6,2.39,5.03,2.16,0.09,0.26,2.13,9.54,0.22,0.3,0.0,0.46,4.62,0.89,1.87,1.97,2.24,1.63,0.19,0.04,2.79,1.52,0.77,1.88,0.29,3.34
1994-09-29,4.02,1.99,6.73,3.0,2.83,0.15,0.37,0.97,3.66,1.66,18.9,7.63,0.0,1.49,0.74,2.77,3.54,0.03,0.23,0.14,0.51,0.17,1.79,4.96,0.34,0.77,1.71
1994-09-30,2.07,2.0,3.74,5.11,8.39,0.08,0.0,0.01,0.61,0.25,13.75,12.67,0.0,0.37,0.96,1.28,2.11,0.06,0.0,0.26,7.07,6.63,2.11,6.07,0.38,1.44,0.0
1994-10-01,0.72,3.39,0.78,0.75,0.19,0.06,0.0,0.0,0.02,0.01,7.07,8.22,0.0,0.13,0.06,12.72,0.53,0.04,0.0,0.11,8.77,0.57,2.27,5.21,1.36,1.8,0.0
1994-10-02,7.09,1.48,1.98,3.19,0.01,0.18,0.0,0.0,0.0,0.33,2.28,0.54,0.0,2.29,0.09,7.78,0.63,0.0,0.0,0.05,1.33,26.8,0.57,11.43,0.58,0.12,0.13
1994-10-03,0.81,0.63,5.59,1.92,0.04,0.01,0.0,0.16,0.06,0.17,6.92,15.49,0.02,3.54,0.2,6.98,0.19,0.75,0.0,0.12,10.14,2.35,0.92,6.94,1.42,0.22,0.75
1994-10-04,17.52,0.23,1.67,2.25,0.01,0.05,0.0,0.59,0.02,0.0,2.63,0.0,0.58,17.2,0.05,1.66,0.27,1.32,1.94,0.01,0.06,1.12,8.82,0.05,2.16,0.73,0.44
1994-10-05,2.93,3.01,2.96,1.15,0.95,0.41,1.76,3.37,0.98,0.23,0.0,0.05,1.98,2.64,0.32,0.2,1.99,1.87,4.46,0.06,0.0,3.08,15.46,0.18,0.59,3.72,5.51
1994-10-06,0.29,7.51,2.91,25.15,1.84,0.47,8.5,1.67,4.08,2.63,0.65,0.0,16.01,2.3,0.54,0.04,3.96,2.03,3.21,0.07,0.0,18.68,9.66,0.88,0.92,8.94,1.58
