,DATA,TMAX,TMIN,UR,VENTO,RAD,ANO,MES
0,1992-01-01,28.77,18.95,80.06,1.75,20.85,1992,Jan
1,1992-01-02,28.58,18.12,80.81,1.4,20.77,1992,Jan
2,1992-01-03,29.19,19.32,80.81,1.8,18.63,1992,Jan
3,1992-01-04,26.73,20.15,87.81,1.29,11.58,1992,Jan
4,1992-01-05,29.22,19.72,80.75,1.77,22.73,1992,Jan
5,1992-01-06,29.46,17.04,73.5,2.03,28.13,1992,Jan
6,1992-01-07,30.24,15.89,71.56,1.6,29.0,1992,Jan
7,1992-01-08,31.42,16.91,71.5,1.14,28.42,1992,Jan
8,1992-01-09,30.2,19.22,75.62,1.1,21.44,1992,Jan
9,1992-01-10,30.63,20.38,73.81,1.59,25.02,1992,Jan
10,1992-01-11,29.26,19.19,76.19,1.3,23.05,1992,Jan
11,1992-01-12,27.69,19.74,80.44,1.11,19.16,1992,Jan
12,1992-01-13,29.18,17.66,76.94,0.8,21.84,1992,Jan
13,1992-01-14,30.38,19.43,78.62,1.16,22.75,1992,Jan
14,1992-01-15,32.56,20.59,71.19,0.73,20.56,1992,Jan
15,1992-01-16,29.1,18.51,77.5,3.48,23.43,1992,Jan
16,1992-01-17,27.51,18.29,79.62,4.21,17.23,1992,Jan
17,1992-01-18,27.21,19.33,82.94,2.33,19.8,1992,Jan
18,1992-01-19,28.23,18.89,80.88,1.97,18.42,1992,Jan
19,1992-01-20,28.7,18.32,79.38,2.79,22.08,1992,Jan
20,1992-01-21,29.06,18.82,82.94,2.09,15.69,1992,Jan
21,1992-01-22,28.21,17.88,84.38,1.52,9.55,1992,Jan
22,1992-01-23,28.94,16.99,78.38,1.12,23.32,1992,Jan
23,1992-01-24,29.48,19.01,79.94,1.99,23.01,1992,Jan
24,1992-01-25,29.98,20.87,78.38,1.81,20.88,1992,Jan
25,1992-01-26,30.39,19.19,73.62,0.64,25.74,1992,Jan
26,1992-01-27,30.5,20.61,70.25,0.77,25.84,1992,Jan
27,1992-01-28,31.63,19.61,73.75,1.06,28.08,1992,Jan
28,1992-01-29,30.14,20.05,77.88,1.24,23.19,1992,Jan
29,1992-01-30,30.19,19.24,77.81,1.13,17.44,1992,Jan
30,1992-01-31,27.2,20.34,87.19,2.28,13.32,1992,Jan
31,1992-02-01,25.99,20.58,87.69,3.24,13.97,1992,Fev
32,1992-02-02,23.03,19.47,91.25,2.78,9.28,1992,Fev
33,1992-02-03,25.32,19.29,88.94,1.54,6.91,1992,Fev
34,1992-02-04,26.1,18.56,86.06,1.13,14.71,1992,Fev
35,1992-02-05,26.97,18.04,86.31,1.22,16.21,1992,Fev
36,1992-02-06,24.82,19.6,89.38,1.74,14.52,1992,Fev
37,1992-02-07,24.08,19.02,88.81,1.79,18.49,1992,Fev
38,1992-02-08,24.12,17.95,88.75,2.95,19.05,1992,Fev
39,1992-02-09,26.82,19.09,85.38,2.63,18.16,1992,Fev
40,1992-02-10,27.31,18.36,81.75,2.06,18.57,1992,Fev
41,1992-02-11,28.26,18.69,78.56,2.05,27.96,1992,Fev
42,1992-02-12,27.12,17.98,78.88,2.16,25.05,1992,Fev
43,1992-02-13,28.53,16.87,79.31,1.62,25.78,1992,Fev
44,1992-02-14,28.79,17.39,78.75,1.36,27.13,1992,Fev
45,1992-02-15,29.05,17.19,77.0,1.36,27.42,1992,Fev
46,1992-02-16,28.69,17.38,76.94,1.21,25.8,1992,Fev
47,1992-02-17,30.08,17.68,75.75,1.54,27.9,1992,Fev
48,1992-02-18,29.01,17.1,73.69,1.35,27.37,1992,Fev
49,1992-02-19,28.91,17.39,75.0,1.27,25.36,1992,Fev
50,1992-02-20,29.57,16.4,74.06,1.43,27.94,1992,Fev
51,1992-02-21,30.05,16.52,70.19,1.29,26.6,1992,Fev
52,1992-02-22,30.33,16.73,69.56,1.13,25.89,1992,Fev
53,1992-02-23,27.98,18.4,75.06,1.06,24.09,1992,Fev
54,1992-02-24,29.55,16.94,75.94,1.2,19.5,1992,Fev
55,1992-02-25,26.6,17.95,84.56,0.95,12.81,1992,Fev
56,1992-02-26,28.64,18.2,79.94,0.52,18.52,1992,Fev
57,1992-02-27,27.74,19.06,86.0,1.43,20.41,1992,Fev
58,1992-02-28,25.27,19.21,88.75,0.84,11.78,1992,Fev
59,1992-02-29,22.32,16.8,88.69,2.19,13.05,1992,Fev
60,1992-03-01,24.18,15.74,87.19,1.98,4.6,1992,Mar
61,1992-03-02,22.9,17.84,91.62,1.93,13.69,1992,Mar
62,1992-03-03,24.18,18.85,92.56,1.99,9.63,1992,Mar
63,1992-03-04,26.41,18.44,86.19,1.31,16.73,1992,Mar
64,1992-03-05,24.94,19.12,87.69,1.13,17.09,1992,Mar
65,1992-03-06,26.94,18.44,79.0,0.77,19.13,1992,Mar
66,1992-03-07,27.38,16.88,82.25,0.95,23.91,1992,Mar
67,1992-03-08,27.54,18.34,82.69,1.12,23.63,1992,Mar
68,1992-03-09,28.42,18.4,83.5,1.45,20.8,1992,Mar
69,1992-03-10,26.79,18.76,85.38,1.24,21.95,1992,Mar
70,1992-03-11,25.93,18.59,83.94,1.44,17.11,1992,Mar
71,1992-03-12,28.56,17.84,80.38,0.95,15.95,1992,Mar
72,1992-03-13,28.58,19.19,81.19,1.51,24.11,1992,Mar
73,1992-03-14,28.48,18.48,80.62,1.69,24.2,1992,Mar
74,1992-03-15,26.72,18.08,87.06,1.8,19.8,1992,Mar
75,1992-03-16,26.61,18.85,85.88,0.81,17.27,1992,Mar
76,1992-03-17,25.06,18.98,90.56,1.44,8.07,1992,Mar
77,1992-03-18,28.11,17.99,83.31,1.33,19.74,1992,Mar
78,1992-03-19,28.85,18.89,80.06,1.11,20.41,1992,Mar
79,1992-03-20,27.46,16.19,83.25,1.48,20.76,1992,Mar
80,1992-03-21,28.02,17.02,79.12,1.51,22.44,1992,Mar
81,1992-03-22,28.65,16.8,80.38,1.15,23.17,1992,Mar
82,1992-03-23,27.94,18.19,81.94,1.06,20.27,1992,Mar
83,1992-03-24,23.67,19.26,89.44,1.2,19.94,1992,Mar
84,1992-03-25,26.17,17.77,89.0,1.47,6.06,1992,Mar
85,1992-03-26,27.25,17.28,86.06,1.47,19.86,1992,Mar
86,1992-03-27,25.3,18.09,87.19,1.66,15.92,1992,Mar
87,1992-03-28,25.19,18.68,86.75,1.02,12.08,1992,Mar
88,1992-03-29,24.01,18.46,88.12,0.95,16.51,1992,Mar
89,1992-03-30,25.23,18.5,89.31,1.02,9.74,1992,Mar
90,1992-03-31,24.83,17.9,88.88,0.81,9.88,1992,Mar
91,1992-04-01,25.46,17.37,89.0,1.66,17.44,1992,Abr
92,1992-04-02,28.14,16.94,81.56,1.34,19.06,1992,Abr
93,1992-04-03,28.35,16.87,82.69,1.6,19.4,1992,Abr
94,1992-04-04,28.94,17.31,78.56,1.52,22.37,1992,Abr
95,1992-04-05,29.05,16.33,81.69,0.86,20.49,1992,Abr
96,1992-04-06,28.26,18.64,83.44,0.91,19.31,1992,Abr
97,1992-04-07,27.87,19.66,84.81,1.03,13.35,1992,Abr
98,1992-04-08,27.67,18.65,83.31,0.93,18.26,1992,Abr
99,1992-04-09,23.33,17.07,83.81,2.3,14.98,1992,Abr
100,1992-04-10,26.42,15.9,83.38,1.74,18.05,1992,Abr
101,1992-04-11,27.25,17.23,83.25,1.66,21.94,1992,Abr
102,1992-04-12,27.8,18.25,85.31,1.7,15.81,1992,Abr
103,1992-04-13,23.64,18.83,92.88,1.84,7.2,1992,Abr
104,1992-04-14,24.52,14.31,89.56,1.22,12.53,1992,Abr
105,1992-04-15,23.05,12.13,76.31,1.12,14.9,1992,Abr
106,1992-04-16,24.01,13.04,72.5,1.06,15.98,1992,Abr
107,1992-04-17,24.93,11.71,75.06,1.2,19.81,1992,Abr
108,1992-04-18,24.84,12.55,69.69,0.91,21.54,1992,Abr
109,1992-04-19,25.75,11.3,67.44,0.92,20.55,1992,Abr
110,1992-04-20,25.87,15.75,85.44,1.33,2.68,1992,Abr
111,1992-04-21,23.76,16.87,91.12,0.84,8.04,1992,Abr
112,1992-04-22,26.56,15.4,85.25,1.03,12.97,1992,Abr
113,1992-04-23,28.2,16.49,80.62,0.83,17.37,1992,Abr
114,1992-04-24,27.52,16.82,82.88,0.85,16.17,1992,Abr
115,1992-04-25,27.43,17.23,85.25,1.02,8.4,1992,Abr
116,1992-04-26,25.28,18.51,90.31,1.09,14.42,1992,Abr
117,1992-04-27,26.23,16.35,85.38,2.24,16.23,1992,Abr
118,1992-04-28,25.24,14.3,83.25,1.45,18.56,1992,Abr
119,1992-04-29,25.28,17.7,90.44,2.01,14.59,1992,Abr
120,1992-04-30,26.99,18.58,85.56,1.02,18.56,1992,Abr
121,1992-05-01,27.41,17.4,85.38,1.31,15.08,1992,Mai
122,1992-05-02,26.92,17.02,86.81,1.13,10.46,1992,Mai
123,1992-05-03,25.67,15.73,88.88,2.05,6.43,1992,Mai
124,1992-05-04,23.74,18.17,92.5,1.16,17.05,1992,Mai
125,1992-05-05,26.21,16.74,85.31,0.79,17.38,1992,Mai
126,1992-05-06,25.84,16.12,83.88,1.26,15.28,1992,Mai
127,1992-05-07,25.01,15.02,85.5,1.34,16.11,1992,Mai
128,1992-05-08,24.33,13.58,80.88,1.16,16.43,1992,Mai
129,1992-05-09,24.09,11.12,78.0,1.6,17.53,1992,Mai
130,1992-05-10,25.74,14.0,84.38,1.47,16.28,1992,Mai
131,1992-05-11,26.69,16.12,86.81,1.2,17.62,1992,Mai
132,1992-05-12,26.62,18.02,88.94,1.2,15.9,1992,Mai
133,1992-05-13,26.55,17.75,88.0,1.12,11.12,1992,Mai
134,1992-05-14,23.86,17.65,87.56,0.86,7.33,1992,Mai
135,1992-05-15,25.51,15.48,86.5,0.8,17.91,1992,Mai
136,1992-05-16,25.92,16.87,86.75,0.91,16.63,1992,Mai
137,1992-05-17,26.55,15.77,86.56,1.28,16.57,1992,Mai
138,1992-05-18,26.36,17.95,86.5,1.89,13.98,1992,Mai
139,1992-05-19,25.12,17.77,89.69,1.23,10.41,1992,Mai
140,1992-05-20,22.63,14.32,87.06,1.76,9.84,1992,Mai
141,1992-05-21,25.57,12.71,84.44,1.2,14.93,1992,Mai
142,1992-05-22,25.79,15.55,90.38,1.6,14.66,1992,Mai
143,1992-05-23,24.58,15.96,91.75,1.52,10.77,1992,Mai
144,1992-05-24,23.06,13.23,84.75,2.02,17.62,1992,Mai
145,1992-05-25,25.25,13.48,83.69,1.46,18.07,1992,Mai
146,1992-05-26,25.08,14.02,84.69,1.44,17.63,1992,Mai
147,1992-05-27,25.33,14.94,85.81,1.9,17.31,1992,Mai
148,1992-05-28,25.59,16.3,86.19,2.12,16.35,1992,Mai
149,1992-05-29,25.94,16.47,86.88,2.14,16.43,1992,Mai
150,1992-05-30,26.29,16.61,88.44,1.09,14.69,1992,Mai
151,1992-05-31,22.54,16.13,88.69,1.55,13.74,1992,Mai
152,1992-06-01,23.75,15.78,86.5,1.95,14.44,1992,Jun
153,1992-06-02,25.6,15.69,83.06,1.42,15.4,1992,Jun
154,1992-06-03,25.6,13.42,81.38,1.24,15.72,1992,Jun
155,1992-06-04,26.1,14.01,78.19,0.89,15.0,1992,Jun
156,1992-06-05,26.4,16.16,84.12,2.45,14.54,1992,Jun
157,1992-06-06,26.36,17.98,87.25,1.63,12.07,1992,Jun
158,1992-06-07,26.29,16.76,84.31,1.25,15.26,1992,Jun
159,1992-06-08,25.45,16.66,85.94,1.36,13.83,1992,Jun
160,1992-06-09,24.79,16.01,81.94,1.45,13.82,1992,Jun
161,1992-06-10,24.65,15.95,82.69,0.98,13.4,1992,Jun
162,1992-06-11,24.98,14.44,82.81,1.21,14.11,1992,Jun
163,1992-06-12,24.16,13.09,82.0,1.89,15.4,1992,Jun
164,1992-06-13,23.97,12.83,82.69,1.74,14.62,1992,Jun
165,1992-06-14,23.11,11.74,81.19,1.56,15.15,1992,Jun
166,1992-06-15,22.76,9.9,78.12,1.73,14.65,1992,Jun
167,1992-06-16,21.67,10.0,78.38,1.64,16.3,1992,Jun
168,1992-06-17,21.71,9.7,78.5,1.89,14.85,1992,Jun
169,1992-06-18,21.93,11.49,76.38,1.87,13.08,1992,Jun
170,1992-06-19,22.51,10.48,77.75,1.81,14.3,1992,Jun
171,1992-06-20,24.08,12.06,77.88,1.62,12.91,1992,Jun
172,1992-06-21,24.58,13.66,79.69,1.28,12.97,1992,Jun
173,1992-06-22,25.37,13.14,76.38,1.16,14.06,1992,Jun
174,1992-06-23,25.73,13.28,77.44,1.2,14.75,1992,Jun
175,1992-06-24,25.9,13.05,78.25,1.33,15.51,1992,Jun
176,1992-06-25,25.34,13.36,76.69,1.73,14.85,1992,Jun
177,1992-06-26,24.91,12.93,77.69,1.73,13.42,1992,Jun
178,1992-06-27,25.94,13.0,77.06,1.43,14.63,1992,Jun
179,1992-06-28,26.33,14.88,73.75,1.25,7.62,1992,Jun
180,1992-06-29,26.26,14.58,73.31,1.14,14.19,1992,Jun
181,1992-06-30,26.8,14.39,71.38,0.98,15.74,1992,Jun
182,1992-07-01,27.01,14.8,77.06,1.54,15.22,1992,Jul
183,1992-07-02,26.53,14.96,82.06,1.57,14.78,1992,Jul
184,1992-07-03,24.7,15.1,78.94,2.36,15.16,1992,Jul
185,1992-07-04,25.64,15.14,78.06,2.05,14.11,1992,Jul
186,1992-07-05,26.2,14.59,77.75,1.77,14.96,1992,Jul
187,1992-07-06,25.76,13.06,78.56,2.06,14.48,1992,Jul
188,1992-07-07,14.98,9.44,84.38,3.64,9.71,1992,Jul
189,1992-07-08,15.84,9.12,89.5,2.95,8.87,1992,Jul
190,1992-07-09,22.19,12.13,87.31,1.62,12.01,1992,Jul
191,1992-07-10,23.52,13.4,81.06,1.98,15.81,1992,Jul
192,1992-07-11,23.83,12.24,81.19,1.93,15.94,1992,Jul
193,1992-07-12,24.28,12.56,76.38,1.94,16.36,1992,Jul
194,1992-07-13,24.87,13.02,78.56,1.84,16.01,1992,Jul
195,1992-07-14,25.42,12.8,76.12,1.79,14.94,1992,Jul
196,1992-07-15,26.55,11.83,74.62,1.77,17.28,1992,Jul
197,1992-07-16,25.4,13.75,81.38,1.06,15.33,1992,Jul
198,1992-07-17,26.02,12.2,79.44,1.4,15.79,1992,Jul
199,1992-07-18,27.09,13.86,75.5,2.04,16.84,1992,Jul
200,1992-07-19,23.8,13.17,80.06,0.95,15.97,1992,Jul
201,1992-07-20,25.13,11.63,78.12,1.36,16.26,1992,Jul
202,1992-07-21,26.06,12.93,72.88,1.67,14.45,1992,Jul
203,1992-07-22,22.77,12.08,70.5,1.41,11.4,1992,Jul
204,1992-07-23,19.1,8.48,75.19,3.52,15.71,1992,Jul
205,1992-07-24,17.94,8.55,77.44,3.3,14.52,1992,Jul
206,1992-07-25,20.34,8.97,76.62,2.59,15.93,1992,Jul
207,1992-07-26,22.81,9.31,75.38,2.12,17.18,1992,Jul
208,1992-07-27,23.65,10.57,70.69,1.56,14.6,1992,Jul
209,1992-07-28,22.56,12.01,73.5,1.41,11.62,1992,Jul
210,1992-07-29,26.26,10.29,69.44,1.19,16.86,1992,Jul
211,1992-07-30,27.04,12.65,61.25,1.2,16.59,1992,Jul
212,1992-07-31,28.93,12.86,61.62,1.45,17.69,1992,Jul
213,1992-08-01,29.01,13.99,61.81,1.6,16.87,1992,Ago
214,1992-08-02,21.75,9.29,73.31,3.94,15.69,1992,Ago
215,1992-08-03,23.48,8.41,71.12,2.85,11.4,1992,Ago
216,1992-08-04,26.19,12.33,67.38,2.05,17.54,1992,Ago
217,1992-08-05,26.27,12.67,69.19,1.59,16.55,1992,Ago
218,1992-08-06,25.4,12.83,72.44,2.12,17.02,1992,Ago
219,1992-08-07,25.86,13.23,68.5,2.29,13.24,1992,Ago
220,1992-08-08,26.49,12.86,65.62,1.55,11.98,1992,Ago
221,1992-08-09,23.26,12.62,73.75,2.59,12.99,1992,Ago
222,1992-08-10,27.4,13.22,69.06,2.06,12.87,1992,Ago
223,1992-08-11,26.64,12.73,70.62,1.44,16.07,1992,Ago
224,1992-08-12,25.87,12.92,71.06,1.95,14.45,1992,Ago
225,1992-08-13,25.03,11.45,68.69,1.49,16.94,1992,Ago
226,1992-08-14,24.04,9.36,67.38,2.46,17.47,1992,Ago
227,1992-08-15,25.24,10.14,68.88,2.7,18.26,1992,Ago
228,1992-08-16,28.44,10.84,67.31,2.04,18.41,1992,Ago
229,1992-08-17,29.14,13.66,66.25,1.78,18.53,1992,Ago
230,1992-08-18,27.68,17.01,72.0,1.69,9.42,1992,Ago
231,1992-08-19,26.72,16.66,71.44,1.16,7.57,1992,Ago
232,1992-08-20,24.3,12.56,69.62,2.69,15.51,1992,Ago
233,1992-08-21,26.44,13.83,79.44,1.8,10.63,1992,Ago
234,1992-08-22,26.28,16.79,82.5,1.74,6.36,1992,Ago
235,1992-08-23,25.34,16.56,84.0,1.58,3.08,1992,Ago
236,1992-08-24,25.0,11.05,65.12,2.04,15.87,1992,Ago
237,1992-08-25,25.37,7.19,58.56,2.21,21.37,1992,Ago
238,1992-08-26,27.09,8.64,65.5,2.02,19.36,1992,Ago
239,1992-08-27,29.76,10.5,67.81,1.38,19.81,1992,Ago
240,1992-08-28,31.15,13.35,64.69,1.49,20.57,1992,Ago
241,1992-08-29,30.95,14.77,66.0,1.62,22.2,1992,Ago
242,1992-08-30,32.17,15.66,62.56,2.32,22.74,1992,Ago
243,1992-08-31,30.03,17.22,63.94,2.22,21.88,1992,Ago
244,1992-09-01,27.94,17.62,68.44,1.48,11.94,1992,Set
245,1992-09-02,25.83,16.37,78.31,1.71,7.66,1992,Set
246,1992-09-03,28.75,16.22,73.12,1.22,17.04,1992,Set
247,1992-09-04,27.11,15.69,77.25,1.65,5.08,1992,Set
248,1992-09-05,22.83,15.53,85.88,1.97,4.85,1992,Set
249,1992-09-06,21.63,15.42,85.5,3.23,8.81,1992,Set
250,1992-09-07,23.4,13.18,75.38,3.71,15.38,1992,Set
251,1992-09-08,26.11,11.87,70.25,2.77,21.32,1992,Set
252,1992-09-09,25.96,12.5,64.38,2.92,21.65,1992,Set
253,1992-09-10,26.81,11.24,67.0,2.35,20.35,1992,Set
254,1992-09-11,26.3,12.45,70.62,2.45,6.6,1992,Set
255,1992-09-12,19.37,14.46,80.56,3.08,3.41,1992,Set
256,1992-09-13,24.93,14.25,74.62,1.88,19.47,1992,Set
257,1992-09-14,24.33,15.48,81.12,1.84,11.43,1992,Set
258,1992-09-15,21.31,16.64,90.62,1.77,6.08,1992,Set
259,1992-09-16,26.51,15.19,81.69,1.02,6.82,1992,Set
260,1992-09-17,23.9,16.52,87.62,1.23,14.81,1992,Set
261,1992-09-18,27.18,16.14,83.5,1.47,11.55,1992,Set
262,1992-09-19,24.79,15.88,82.94,1.14,19.22,1992,Set
263,1992-09-20,28.19,13.26,75.25,2.16,20.53,1992,Set
264,1992-09-21,29.1,16.4,73.81,2.25,21.48,1992,Set
265,1992-09-22,29.76,17.39,68.38,2.33,22.53,1992,Set
266,1992-09-23,29.56,17.52,70.25,2.14,19.94,1992,Set
267,1992-09-24,29.32,18.08,75.12,2.27,14.79,1992,Set
268,1992-09-25,28.43,16.93,78.06,2.71,9.56,1992,Set
269,1992-09-26,21.71,13.13,80.5,3.33,10.13,1992,Set
270,1992-09-27,21.61,13.02,83.94,2.11,3.4,1992,Set
271,1992-09-28,26.01,11.92,72.31,2.22,22.52,1992,Set
272,1992-09-29,27.98,11.64,70.69,2.33,22.9,1992,Set
273,1992-09-30,28.89,13.18,73.0,1.73,22.63,1992,Set
274,1992-10-01,27.87,16.05,76.56,1.53,20.73,1992,Out
275,1992-10-02,24.74,18.19,88.94,1.55,13.23,1992,Out
276,1992-10-03,27.54,17.97,80.81,1.61,18.27,1992,Out
277,1992-10-04,28.43,15.62,73.56,2.6,21.58,1992,Out
278,1992-10-05,26.24,14.14,76.81,1.88,11.84,1992,Out
279,1992-10-06,29.86,16.87,71.12,1.54,23.65,1992,Out
280,1992-10-07,28.09,15.3,74.38,3.26,10.06,1992,Out
281,1992-10-08,27.36,14.23,77.38,2.9,9.99,1992,Out
282,1992-10-09,23.69,14.01,79.31,3.12,17.41,1992,Out
283,1992-10-10,26.77,12.07,72.31,2.25,26.04,1992,Out
284,1992-10-11,26.85,15.26,80.31,1.74,26.03,1992,Out
285,1992-10-12,25.79,18.48,86.31,2.27,7.28,1992,Out
286,1992-10-13,28.05,17.66,78.88,1.68,16.45,1992,Out
287,1992-10-14,30.41,15.23,75.56,1.59,23.35,1992,Out
288,1992-10-15,29.73,18.4,74.94,2.37,23.54,1992,Out
289,1992-10-16,27.64,19.61,81.25,2.19,21.13,1992,Out
290,1992-10-17,28.24,19.6,78.94,1.2,8.29,1992,Out
291,1992-10-18,28.58,18.58,81.38,1.32,7.0,1992,Out
292,1992-10-19,30.42,18.55,73.0,1.46,25.54,1992,Out
293,1992-10-20,30.88,18.08,73.06,1.26,25.05,1992,Out
294,1992-10-21,27.19,14.29,76.31,3.4,19.41,1992,Out
295,1992-10-22,27.93,12.21,67.75,2.79,23.54,1992,Out
296,1992-10-23,29.48,13.37,73.38,1.63,21.46,1992,Out
297,1992-10-24,29.94,17.65,75.56,1.7,23.74,1992,Out
298,1992-10-25,30.01,18.1,72.69,2.31,23.54,1992,Out
299,1992-10-26,29.79,19.23,78.44,2.19,24.59,1992,Out
300,1992-10-27,25.84,19.73,86.06,1.2,15.84,1992,Out
301,1992-10-28,27.48,19.02,88.5,1.42,20.91,1992,Out
302,1992-10-29,26.69,20.91,90.5,1.8,16.61,1992,Out
303,1992-10-30,28.23,19.69,84.38,0.98,11.53,1992,Out
304,1992-10-31,28.89,18.34,82.31,1.48,20.54,1992,Out
305,1992-11-01,29.41,17.24,75.56,0.97,20.9,1992,Nov
306,1992-11-02,30.01,18.51,75.44,0.91,22.29,1992,Nov
307,1992-11-03,29.17,20.61,80.0,1.24,21.34,1992,Nov
308,1992-11-04,28.44,15.9,77.88,2.09,9.86,1992,Nov
309,1992-11-05,23.12,12.83,77.06,4.69,12.63,1992,Nov
310,1992-11-06,19.92,12.23,83.31,3.75,6.24,1992,Nov
311,1992-11-07,24.39,12.87,81.31,2.73,20.04,1992,Nov
312,1992-11-08,29.03,14.65,75.69,1.16,18.96,1992,Nov
313,1992-11-09,29.96,16.33,76.19,1.4,11.34,1992,Nov
314,1992-11-10,25.68,18.3,84.0,1.2,19.75,1992,Nov
315,1992-11-11,30.48,17.19,73.5,0.72,28.03,1992,Nov
316,1992-11-12,29.9,17.8,76.19,1.04,24.0,1992,Nov
317,1992-11-13,30.37,19.03,75.88,1.16,25.28,1992,Nov
318,1992-11-14,30.9,18.73,74.62,1.33,30.04,1992,Nov
319,1992-11-15,30.28,18.9,72.75,1.55,27.64,1992,Nov
320,1992-11-16,30.69,18.69,75.0,1.66,21.16,1992,Nov
321,1992-11-17,28.76,17.93,76.19,1.82,13.43,1992,Nov
322,1992-11-18,29.7,15.64,69.19,1.53,29.27,1992,Nov
323,1992-11-19,30.81,15.35,64.88,1.29,31.14,1992,Nov
324,1992-11-20,30.51,17.0,66.44,1.29,27.28,1992,Nov
325,1992-11-21,29.66,19.2,76.12,1.85,28.2,1992,Nov
326,1992-11-22,27.82,19.76,81.38,2.06,16.73,1992,Nov
327,1992-11-23,26.14,17.58,81.0,2.61,17.82,1992,Nov
328,1992-11-24,26.69,17.26,85.12,2.29,19.98,1992,Nov
329,1992-11-25,24.92,20.12,91.88,1.27,11.58,1992,Nov
330,1992-11-26,26.56,17.35,84.94,2.41,12.11,1992,Nov
331,1992-11-27,25.41,15.52,77.19,3.8,15.44,1992,Nov
332,1992-11-28,26.87,14.3,76.31,2.92,17.39,1992,Nov
333,1992-11-29,27.65,15.58,76.38,2.14,26.24,1992,Nov
334,1992-11-30,27.79,16.56,77.94,2.44,24.82,1992,Nov
335,1992-12-01,27.21,19.13,84.56,1.84,9.62,1992,Dez
336,1992-12-02,27.44,15.98,79.94,2.31,27.73,1992,Dez
337,1992-12-03,27.37,15.59,78.69,2.06,28.52,1992,Dez
338,1992-12-04,28.42,16.62,75.69,2.63,25.14,1992,Dez
339,1992-12-05,29.38,16.96,76.0,2.07,28.55,1992,Dez
340,1992-12-06,29.0,17.92,76.19,1.67,28.04,1992,Dez
341,1992-12-07,28.38,19.3,76.94,1.16,12.58,1992,Dez
342,1992-12-08,29.06,17.92,77.0,1.5,27.07,1992,Dez
343,1992-12-09,29.07,16.47,78.19,1.67,24.26,1992,Dez
344,1992-12-10,29.71,16.75,82.25,1.51,15.62,1992,Dez
345,1992-12-11,27.8,19.75,84.06,1.05,10.79,1992,Dez
346,1992-12-12,28.76,17.67,78.94,2.3,26.2,1992,Dez
347,1992-12-13,27.87,15.52,71.88,2.97,27.35,1992,Dez
348,1992-12-14,28.24,14.37,72.56,1.65,26.14,1992,Dez
349,1992-12-15,30.18,15.07,71.62,1.17,25.93,1992,Dez
350,1992-12-16,29.81,16.73,75.12,1.94,24.64,1992,Dez
351,1992-12-17,26.52,19.9,88.19,1.75,25.01,1992,Dez
352,1992-12-18,25.02,19.75,89.19,2.2,17.13,1992,Dez
353,1992-12-19,30.06,18.8,73.44,1.61,27.03,1992,Dez
354,1992-12-20,30.1,17.36,73.81,1.32,15.05,1992,Dez
355,1992-12-21,30.31,19.9,74.0,0.91,28.58,1992,Dez
356,1992-12-22,31.19,18.16,71.75,2.02,31.12,1992,Dez
357,1992-12-23,31.17,17.49,69.25,1.89,27.84,1992,Dez
358,1992-12-24,31.48,16.68,69.94,1.47,29.57,1992,Dez
359,1992-12-25,28.74,18.05,79.5,1.1,23.71,1992,Dez
360,1992-12-26,26.72,16.32,77.5,2.47,17.73,1992,Dez
361,1992-12-27,26.05,14.12,73.31,2.27,20.06,1992,Dez
362,1992-12-28,29.51,13.98,70.62,1.51,29.14,1992,Dez
363,1992-12-29,31.3,17.12,74.88,2.02,26.99,1992,Dez
364,1992-12-30,30.15,21.31,74.56,2.09,16.62,1992,Dez
365,1992-12-31,31.45,19.52,69.81,1.8,30.45,1992,Dez
366,1993-01-01,33.58,17.19,61.44,0.92,31.12,1993,Jan
367,1993-01-02,33.82,19.87,62.56,0.79,29.29,1993,Jan
368,1993-01-03,33.13,20.65,67.5,1.39,24.97,1993,Jan
369,1993-01-04,29.58,21.76,76.75,0.88,24.12,1993,Jan
370,1993-01-05,26.54,20.89,89.19,1.27,25.06,1993,Jan
371,1993-01-06,30.9,21.27,76.69,0.9,25.94,1993,Jan
372,1993-01-07,29.27,19.78,80.56,1.13,21.17,1993,Jan
373,1993-01-08,25.69,20.34,89.31,1.2,10.58,1993,Jan
374,1993-01-09,27.22,19.98,82.56,0.8,20.55,1993,Jan
375,1993-01-10,25.0,19.78,89.19,1.8,15.38,1993,Jan
376,1993-01-11,24.12,18.91,91.0,1.91,5.67,1993,Jan
377,1993-01-12,23.37,19.42,91.31,1.95,15.34,1993,Jan
378,1993-01-13,28.3,17.91,81.0,1.23,16.87,1993,Jan
379,1993-01-14,28.61,18.48,78.5,1.16,23.88,1993,Jan
380,1993-01-15,29.95,18.27,73.5,1.34,27.78,1993,Jan
381,1993-01-16,30.47,18.76,73.75,1.45,26.96,1993,Jan
382,1993-01-17,30.18,19.36,78.62,1.86,21.63,1993,Jan
383,1993-01-18,25.62,19.23,82.25,1.16,10.72,1993,Jan
384,1993-01-19,24.3,18.18,88.31,1.09,6.1,1993,Jan
385,1993-01-20,26.62,18.3,83.56,1.36,24.6,1993,Jan
386,1993-01-21,29.44,17.92,80.56,1.29,25.65,1993,Jan
387,1993-01-22,29.21,18.01,78.75,1.89,23.69,1993,Jan
388,1993-01-23,29.64,17.94,80.62,1.52,15.85,1993,Jan
